time,vehicle_id,step,from_node,from_name,to_node,to_name,real_distance,cost,efficiency,total_real_distance,objectives
00:00 ~ 00:59,0,0,14,Depot_Bundang_Townhall,0,경기 성남시 분당구 서현동,2672,2598,0.9723053892215568,2672,73429
00:00 ~ 00:59,0,1,0,경기 성남시 분당구 서현동,10,경기 성남시 분당구 야탑동,1240,1148,0.9575664621676891,3912,73429
00:00 ~ 00:59,0,2,10,경기 성남시 분당구 야탑동,14,Depot_Bundang_Townhall,1683,1683,0.9703306523681858,5595,73429
01:00 ~ 01:59,0,0,14,Depot_Bundang_Townhall,0,경기 성남시 분당구 서현동,2672,2591,0.969685628742515,2672,73463
01:00 ~ 01:59,0,1,0,경기 성남시 분당구 서현동,10,경기 성남시 분당구 야탑동,1240,1189,0.9662576687116564,3912,73463
01:00 ~ 01:59,0,2,10,경기 성남시 분당구 야탑동,14,Depot_Bundang_Townhall,1683,1683,0.9764075067024128,5595,73463
02:00 ~ 02:59,0,0,14,Depot_Bundang_Townhall,0,경기 성남시 분당구 서현동,2672,2584,0.9670658682634731,2672,73450
02:00 ~ 02:59,0,1,0,경기 성남시 분당구 서현동,10,경기 성남시 분당구 야탑동,1240,1183,0.9629345603271984,3912,73450
02:00 ~ 02:59,0,2,10,경기 성남시 분당구 야탑동,14,Depot_Bundang_Townhall,1683,1683,0.9740840035746202,5595,73450
03:00 ~ 03:59,0,0,14,Depot_Bundang_Townhall,0,경기 성남시 분당구 서현동,2672,2570,0.9618263473053892,2672,73445
03:00 ~ 03:59,0,1,0,경기 성남시 분당구 서현동,10,경기 성남시 분당구 야탑동,1240,1192,0.9616564417177914,3912,73445
03:00 ~ 03:59,0,2,10,경기 성남시 분당구 야탑동,14,Depot_Bundang_Townhall,1683,1683,0.9731903485254692,5595,73445
04:00 ~ 04:59,0,0,14,Depot_Bundang_Townhall,0,경기 성남시 분당구 서현동,2672,2591,0.969685628742515,2672,73460
04:00 ~ 04:59,0,1,0,경기 성남시 분당구 서현동,10,경기 성남시 분당구 야탑동,1240,1186,0.9654907975460123,3912,73460
04:00 ~ 04:59,0,2,10,경기 성남시 분당구 야탑동,14,Depot_Bundang_Townhall,1683,1683,0.9758713136729222,5595,73460
05:00 ~ 05:59,0,0,14,Depot_Bundang_Townhall,0,경기 성남시 분당구 서현동,2672,2556,0.9565868263473054,2672,73397
05:00 ~ 05:59,0,1,0,경기 성남시 분당구 서현동,10,경기 성남시 분당구 야탑동,1240,1158,0.9493865030674846,3912,73397
05:00 ~ 05:59,0,2,10,경기 성남시 분당구 야탑동,14,Depot_Bundang_Townhall,1683,1683,0.9646112600536193,5595,73397
06:00 ~ 06:59,0,0,14,Depot_Bundang_Townhall,0,경기 성남시 분당구 서현동,2672,2591,0.969685628742515,2672,73479
06:00 ~ 06:59,0,1,0,경기 성남시 분당구 서현동,10,경기 성남시 분당구 야탑동,1240,1205,0.9703476482617587,3912,73479
06:00 ~ 06:59,0,2,10,경기 성남시 분당구 야탑동,14,Depot_Bundang_Townhall,1683,1683,0.9792672028596962,5595,73479
07:00 ~ 07:59,0,0,14,Depot_Bundang_Townhall,0,경기 성남시 분당구 서현동,2672,2598,0.9723053892215568,2672,73486
07:00 ~ 07:59,0,1,0,경기 성남시 분당구 서현동,10,경기 성남시 분당구 야탑동,1240,1205,0.9721370143149284,3912,73486
07:00 ~ 07:59,0,2,10,경기 성남시 분당구 야탑동,14,Depot_Bundang_Townhall,1683,1683,0.9805183199285076,5595,73486
08:00 ~ 08:59,0,0,14,Depot_Bundang_Townhall,0,경기 성남시 분당구 서현동,2672,2591,0.969685628742515,2672,73476
08:00 ~ 08:59,0,1,0,경기 성남시 분당구 서현동,10,경기 성남시 분당구 야탑동,1240,1202,0.9695807770961146,3912,73476
08:00 ~ 08:59,0,2,10,경기 성남시 분당구 야탑동,14,Depot_Bundang_Townhall,1683,1683,0.9787310098302056,5595,73476
09:00 ~ 09:59,0,0,14,Depot_Bundang_Townhall,0,경기 성남시 분당구 서현동,2672,2437,0.9120508982035929,2672,73206
09:00 ~ 09:59,0,1,0,경기 성남시 분당구 서현동,10,경기 성남시 분당구 야탑동,1240,1086,0.9005623721881391,3912,73206
09:00 ~ 09:59,0,2,10,경기 성남시 분당구 야탑동,14,Depot_Bundang_Townhall,1683,1683,0.93047363717605,5595,73206
10:00 ~ 10:59,0,0,14,Depot_Bundang_Townhall,0,경기 성남시 분당구 서현동,2672,2443,0.9142964071856288,2672,73251
10:00 ~ 10:59,0,1,0,경기 성남시 분당구 서현동,10,경기 성남시 분당구 야탑동,1240,1125,0.9120654396728016,3912,73251
10:00 ~ 10:59,0,2,10,경기 성남시 분당구 야탑동,14,Depot_Bundang_Townhall,1683,1683,0.9385165326184093,5595,73251
11:00 ~ 11:59,0,0,14,Depot_Bundang_Townhall,0,경기 성남시 분당구 서현동,2672,2400,0.8982035928143712,2672,73196
11:00 ~ 11:59,0,1,0,경기 성남시 분당구 서현동,10,경기 성남시 분당구 야탑동,1240,1113,0.8980061349693251,3912,73196
