time,vehicle_id,step,from_node,from_name,to_node,to_name,real_distance,cost,efficiency,total_real_distance,objectives
00:00 ~ 00:59,0,0,14,Depot_Bundang_Townhall,0,경기 성남시 분당구 서현동,2672,2598,0.9723053892215568,2672,64929
00:00 ~ 00:59,0,1,0,경기 성남시 분당구 서현동,10,경기 성남시 분당구 야탑동,1240,1148,0.9575664621676891,3912,64929
00:00 ~ 00:59,0,2,10,경기 성남시 분당구 야탑동,14,Depot_Bundang_Townhall,1683,1683,0.9703306523681858,5595,64929
01:00 ~ 01:59,0,0,14,Depot_Bundang_Townhall,0,경기 성남시 분당구 서현동,2672,2591,0.969685628742515,2672,64963
01:00 ~ 01:59,0,1,0,경기 성남시 분당구 서현동,10,경기 성남시 분당구 야탑동,1240,1189,0.9662576687116564,3912,64963
01:00 ~ 01:59,0,2,10,경기 성남시 분당구 야탑동,14,Depot_Bundang_Townhall,1683,1683,0.9764075067024128,5595,64963
02:00 ~ 02:59,0,0,14,Depot_Bundang_Townhall,0,경기 성남시 분당구 서현동,2672,2584,0.9670658682634731,2672,64950
02:00 ~ 02:59,0,1,0,경기 성남시 분당구 서현동,10,경기 성남시 분당구 야탑동,1240,1183,0.9629345603271984,3912,64950
02:00 ~ 02:59,0,2,10,경기 성남시 분당구 야탑동,14,Depot_Bundang_Townhall,1683,1683,0.9740840035746202,5595,64950
03:00 ~ 03:59,0,0,14,Depot_Bundang_Townhall,0,경기 성남시 분당구 서현동,2672,2570,0.9618263473053892,2672,64945
03:00 ~ 03:59,0,1,0,경기 성남시 분당구 서현동,10,경기 성남시 분당구 야탑동,1240,1192,0.9616564417177914,3912,64945
03:00 ~ 03:59,0,2,10,경기 성남시 분당구 야탑동,14,Depot_Bundang_Townhall,1683,1683,0.9731903485254692,5595,64945
04:00 ~ 04:59,0,0,14,Depot_Bundang_Townhall,0,경기 성남시 분당구 서현동,2672,2591,0.969685628742515,2672,64960
04:00 ~ 04:59,0,1,0,경기 성남시 분당구 서현동,10,경기 성남시 분당구 야탑동,1240,1186,0.9654907975460123,3912,64960
04:00 ~ 04:59,0,2,10,경기 성남시 분당구 야탑동,14,Depot_Bundang_Townhall,1683,1683,0.9758713136729222,5595,64960
05:00 ~ 05:59,0,0,14,Depot_Bundang_Townhall,0,경기 성남시 분당구 서현동,2672,2556,0.9565868263473054,2672,64897
05:00 ~ 05:59,0,1,0,경기 성남시 분당구 서현동,10,경기 성남시 분당구 야탑동,1240,1158,0.9493865030674846,3912,64897
05:00 ~ 05:59,0,2,10,경기 성남시 분당구 야탑동,14,Depot_Bundang_Townhall,1683,1683,0.9646112600536193,5595,64897
06:00 ~ 06:59,0,0,14,Depot_Bundang_Townhall,0,경기 성남시 분당구 서현동,2672,2591,0.969685628742515,2672,64979
06:00 ~ 06:59,0,1,0,경기 성남시 분당구 서현동,10,경기 성남시 분당구 야탑동,1240,1205,0.9703476482617587,3912,64979
06:00 ~ 06:59,0,2,10,경기 성남시 분당구 야탑동,14,Depot_Bundang_Townhall,1683,1683,0.9792672028596962,5595,64979
07:00 ~ 07:59,0,0,14,Depot_Bundang_Townhall,0,경기 성남시 분당구 서현동,2672,2598,0.9723053892215568,2672,64986
07:00 ~ 07:59,0,1,0,경기 성남시 분당구 서현동,10,경기 성남시 분당구 야탑동,1240,1205,0.9721370143149284,3912,64986
07:00 ~ 07:59,0,2,10,경기 성남시 분당구 야탑동,14,Depot_Bundang_Townhall,1683,1683,0.9805183199285076,5595,64986
08:00 ~ 08:59,0,0,14,Depot_Bundang_Townhall,0,경기 성남시 분당구 서현동,2672,2591,0.969685628742515,2672,64976
08:00 ~ 08:59,0,1,0,경기 성남시 분당구 서현동,10,경기 성남시 분당구 야탑동,1240,1202,0.9695807770961146,3912,64976
08:00 ~ 08:59,0,2,10,경기 성남시 분당구 야탑동,14,Depot_Bundang_Townhall,1683,1683,0.9787310098302056,5595,64976
09:00 ~ 09:59,0,0,14,Depot_Bundang_Townhall,0,경기 성남시 분당구 서현동,2672,2437,0.9120508982035929,2672,64706
09:00 ~ 09:59,0,1,0,경기 성남시 분당구 서현동,10,경기 성남시 분당구 야탑동,1240,1086,0.9005623721881391,3912,64706
09:00 ~ 09:59,0,2,10,경기 성남시 분당구 야탑동,14,Depot_Bundang_Townhall,1683,1683,0.93047363717605,5595,64706
10:00 ~ 10:59,0,0,14,Depot_Bundang_Townhall,0,경기 성남시 분당구 서현동,2672,2443,0.9142964071856288,2672,64751
10:00 ~ 10:59,0,1,0,경기 성남시 분당구 서현동,10,경기 성남시 분당구 야탑동,1240,1125,0.9120654396728016,3912,64751
10:00 ~ 10:59,0,2,10,경기 성남시 분당구 야탑동,14,Depot_Bundang_Townhall,1683,1683,0.9385165326184093,5595,64751
11:00 ~ 11:59,0,0,14,Depot_Bundang_Townhall,0,경기 성남시 분당구 서현동,2672,2400,0.8982035928143712,2672,64696
11:00 ~ 11:59,0,1,0,경기 성남시 분당구 서현동,10,경기 성남시 분당구 야탑동,1240,1113,0.8980061349693251,3912,64696
11:00 ~ 11:59,0,2,10,경기 성남시 분당구 야탑동,14,Depot_Bundang_Townhall,1683,1683,0.928686327077748,5595,64696
12:00 ~ 12:59,0,0,14,Depot_Bundang_Townhall,10,경기 성남시 분당구 야탑동,1683,1489,0.8847296494355318,1683,64866
12:00 ~ 12:59,0,1,10,경기 성남시 분당구 야탑동,0,경기 성남시 분당구 서현동,1240,1205,0.9216558330482381,2923,64866
12:00 ~ 12:59,0,2,0,경기 성남시 분당구 서현동,14,Depot_Bundang_Townhall,2672,2672,0.9590705987488829,5595,64866
13:00 ~ 13:59,0,0,14,Depot_Bundang_Townhall,10,경기 성남시 분당구 야탑동,1683,1431,0.8502673796791443,1683,64795
13:00 ~ 13:59,0,1,10,경기 성남시 분당구 야탑동,0,경기 성남시 분당구 서현동,1240,1192,0.8973657201505303,2923,64795
13:00 ~ 13:59,0,2,0,경기 성남시 분당구 서현동,14,Depot_Bundang_Townhall,2672,2672,0.9463806970509383,5595,64795
14:00 ~ 14:59,0,0,14,Depot_Bundang_Townhall,0,경기 성남시 분당구 서현동,2672,2450,0.9169161676646707,2672,64730
14:00 ~ 14:59,0,1,0,경기 성남시 분당구 서현동,10,경기 성남시 분당구 야탑동,1240,1097,0.9066973415132924,3912,64730
14:00 ~ 14:59,0,2,10,경기 성남시 분당구 야탑동,14,Depot_Bundang_Townhall,1683,1683,0.934763181411975,5595,64730
15:00 ~ 15:59,0,0,14,Depot_Bundang_Townhall,0,경기 성남시 분당구 서현동,2672,2563,0.9592065868263473,2672,64859
15:00 ~ 15:59,0,1,0,경기 성남시 분당구 서현동,10,경기 성남시 분당구 야탑동,1240,1113,0.9396728016359919,3912,64859
15:00 ~ 15:59,0,2,10,경기 성남시 분당구 야탑동,14,Depot_Bundang_Townhall,1683,1683,0.9578194816800715,5595,64859
16:00 ~ 16:59,0,0,14,Depot_Bundang_Townhall,0,경기 성남시 분당구 서현동,2672,2577,0.9644461077844312,2672,64862
16:00 ~ 16:59,0,1,0,경기 성남시 분당구 서현동,10,경기 성남시 분당구 야탑동,1240,1102,0.940439672801636,3912,64862
16:00 ~ 16:59,0,2,10,경기 성남시 분당구 야탑동,14,Depot_Bundang_Townhall,1683,1683,0.9583556747095621,5595,64862
17:00 ~ 17:59,0,0,14,Depot_Bundang_Townhall,0,경기 성남시 분당구 서현동,2672,2577,0.9644461077844312,2672,64952
17:00 ~ 17:59,0,1,0,경기 성남시 분당구 서현동,10,경기 성남시 분당구 야탑동,1240,1192,0.9634458077709611,3912,64952
17:00 ~ 17:59,0,2,10,경기 성남시 분당구 야탑동,14,Depot_Bundang_Townhall,1683,1683,0.9744414655942806,5595,64952
18:00 ~ 18:59,0,0,14,Depot_Bundang_Townhall,0,경기 성남시 분당구 서현동,2672,2570,0.9618263473053892,2672,64952
18:00 ~ 18:59,0,1,0,경기 성남시 분당구 서현동,10,경기 성남시 분당구 야탑동,1240,1199,0.9634458077709611,3912,64952
18:00 ~ 18:59,0,2,10,경기 성남시 분당구 야탑동,14,Depot_Bundang_Townhall,1683,1683,0.9744414655942806,5595,64952
19:00 ~ 19:59,0,0,14,Depot_Bundang_Townhall,0,경기 성남시 분당구 서현동,2672,2577,0.9644461077844312,2672,64927
19:00 ~ 19:59,0,1,0,경기 성남시 분당구 서현동,10,경기 성남시 분당구 야탑동,1240,1167,0.9570552147239264,3912,64927
19:00 ~ 19:59,0,2,10,경기 성남시 분당구 야탑동,14,Depot_Bundang_Townhall,1683,1683,0.9699731903485255,5595,64927
20:00 ~ 20:59,0,0,14,Depot_Bundang_Townhall,0,경기 성남시 분당구 서현동,2672,2549,0.9539670658682635,2672,64874
20:00 ~ 20:59,0,1,0,경기 성남시 분당구 서현동,10,경기 성남시 분당구 야탑동,1240,1142,0.9435071574642127,3912,64874
20:00 ~ 20:59,0,2,10,경기 성남시 분당구 야탑동,14,Depot_Bundang_Townhall,1683,1683,0.9605004468275246,5595,64874
21:00 ~ 21:59,0,0,14,Depot_Bundang_Townhall,0,경기 성남시 분당구 서현동,2672,2563,0.9592065868263473,2672,64919
21:00 ~ 21:59,0,1,0,경기 성남시 분당구 서현동,10,경기 성남시 분당구 야탑동,1240,1173,0.9550102249488752,3912,64919
21:00 ~ 21:59,0,2,10,경기 성남시 분당구 야탑동,14,Depot_Bundang_Townhall,1683,1683,0.9685433422698838,5595,64919
22:00 ~ 22:59,0,0,14,Depot_Bundang_Townhall,0,경기 성남시 분당구 서현동,2672,2598,0.9723053892215568,2672,64960
22:00 ~ 22:59,0,1,0,경기 성남시 분당구 서현동,10,경기 성남시 분당구 야탑동,1240,1179,0.9654907975460123,3912,64960
22:00 ~ 22:59,0,2,10,경기 성남시 분당구 야탑동,14,Depot_Bundang_Townhall,1683,1683,0.9758713136729222,5595,64960
23:00 ~ 23:59,0,0,14,Depot_Bundang_Townhall,0,경기 성남시 분당구 서현동,2672,2482,0.9288922155688623,2672,64841
23:00 ~ 23:59,0,1,0,경기 성남시 분당구 서현동,10,경기 성남시 분당구 야탑동,1240,1176,0.9350715746421268,3912,64841
23:00 ~ 23:59,0,2,10,경기 성남시 분당구 야탑동,14,Depot_Bundang_Townhall,1683,1683,0.9546023235031278,5595,64841
