id,x_longtitude,y_latitude,NAME
1,127.120481,37.382177,Bundang_Townhall
2,126.810849,37.548077,Gimpo_Airport
3,126.955737,37.393222,Beom_Gye
4,126.87868,37.513613,Kintex
5,126.864417,37.466736,Gwang_Myeong
6,126.43919,37.455957,Incheon_Airport
