id,x_4326,y_4326
1,127.120481,37.382177
2,127.110785,37.359407
3,126.868977,37.496731
4,126.836597,37.520998
5,126.740430,37.528229
6,126.810849,37.548077
,127.078535,37.258136
,126.967683,37.382887
,126.955737,37.393222
,126.878259,37.512807
,126.871848,37.505937
,126.841587,37.563371
,126.879137,37.526261
,126.878680,37.513613
,126.864417,37.466736
,127.108489,37.370413
,126.925694,37.353607
,126.759137,37.504408
,126.723672,37.490851
,126.439190,37.455999
