base_cell,time,outgoing_cell,outgoing_count,outgoing_time,outgoing_speed,NAME
8830e024dbfffff,0:20:00,8830e024dbfffff,10,276.9,31.24,경기 성남시 분당구 서현동
8830e024dbfffff,0:40:00,8830e024dbfffff,20,55.2,18.72,경기 성남시 분당구 서현동
8830e024dbfffff,1:00:00,8830e024dbfffff,24,56.67,23.86,경기 성남시 분당구 서현동
8830e024dbfffff,1:20:00,8830e024dbfffff,15,61.8,21.44,경기 성남시 분당구 서현동
8830e024dbfffff,1:40:00,8830e024dbfffff,15,54.47,18.65,경기 성남시 분당구 서현동
8830e024dbfffff,2:00:00,8830e024dbfffff,12,54.17,13.79,경기 성남시 분당구 서현동
8830e024dbfffff,2:20:00,8830e024dbfffff,14,56.43,19.31,경기 성남시 분당구 서현동
8830e024dbfffff,2:40:00,8830e024dbfffff,12,49.42,16.91,경기 성남시 분당구 서현동
8830e024dbfffff,3:00:00,8830e024dbfffff,12,61.17,17.69,경기 성남시 분당구 서현동
8830e024dbfffff,3:40:00,8830e024dbfffff,14,59.43,20.39,경기 성남시 분당구 서현동
8830e024dbfffff,4:00:00,8830e024dbfffff,11,65.0,25.46,경기 성남시 분당구 서현동
8830e024dbfffff,5:00:00,8830e024dbfffff,14,96.43,33.15,경기 성남시 분당구 서현동
8830e024dbfffff,5:20:00,8830e024dbfffff,13,123.23,40.12,경기 성남시 분당구 서현동
8830e024dbfffff,5:40:00,8830e024dbfffff,16,60.88,40.49,경기 성남시 분당구 서현동
8830e024dbfffff,6:00:00,8830e024dbfffff,28,148.0,27.45,경기 성남시 분당구 서현동
8830e024dbfffff,6:20:00,8830e024dbfffff,18,138.94,31.59,경기 성남시 분당구 서현동
8830e024dbfffff,6:40:00,8830e024dbfffff,27,89.74,21.54,경기 성남시 분당구 서현동
8830e024dbfffff,7:00:00,8830e024dbfffff,57,96.16,24.29,경기 성남시 분당구 서현동
8830e024dbfffff,7:20:00,8830e024dbfffff,45,89.42,17.93,경기 성남시 분당구 서현동
8830e024dbfffff,7:40:00,8830e024dbfffff,68,131.35,26.42,경기 성남시 분당구 서현동
8830e024dbfffff,8:00:00,8830e024dbfffff,80,80.8,23.49,경기 성남시 분당구 서현동
8830e024dbfffff,8:20:00,8830e024dbfffff,74,83.01,22.79,경기 성남시 분당구 서현동
8830e024dbfffff,8:40:00,8830e024dbfffff,79,83.08,21.17,경기 성남시 분당구 서현동
8830e024dbfffff,9:00:00,8830e024dbfffff,109,78.02,23.88,경기 성남시 분당구 서현동
8830e024dbfffff,9:20:00,8830e024dbfffff,122,98.51,30.67,경기 성남시 분당구 서현동
8830e024dbfffff,9:40:00,8830e024dbfffff,104,63.72,31.68,경기 성남시 분당구 서현동
8830e024dbfffff,10:00:00,8830e024dbfffff,107,77.39,27.9,경기 성남시 분당구 서현동
8830e024dbfffff,10:20:00,8830e024dbfffff,98,92.05,24.48,경기 성남시 분당구 서현동
8830e024dbfffff,10:20:00,8830e15361fffff,10,55.5,19.38,경기 성남시 분당구 야탑동
8830e024dbfffff,10:40:00,8830e024dbfffff,120,91.56,26.19,경기 성남시 분당구 서현동
8830e024dbfffff,10:40:00,8830e15361fffff,10,74.0,20.69,경기 성남시 분당구 야탑동
8830e024dbfffff,11:00:00,8830e024dbfffff,136,64.9,24.84,경기 성남시 분당구 서현동
8830e024dbfffff,11:20:00,8830e024dbfffff,191,57.12,33.31,경기 성남시 분당구 서현동
8830e024dbfffff,11:40:00,8830e024dbfffff,129,66.0,25.16,경기 성남시 분당구 서현동
8830e024dbfffff,11:40:00,8830e15361fffff,12,43.92,16.45,경기 성남시 분당구 야탑동
8830e024dbfffff,12:00:00,8830e024dbfffff,148,63.09,24.03,경기 성남시 분당구 서현동
8830e024dbfffff,12:00:00,8830e15361fffff,11,45.73,33.14,경기 성남시 분당구 야탑동
8830e024dbfffff,12:20:00,8830e024dbfffff,125,77.59,24.36,경기 성남시 분당구 서현동
8830e024dbfffff,12:20:00,8830e15361fffff,11,56.0,20.72,경기 성남시 분당구 야탑동
8830e024dbfffff,12:40:00,8830e024dbfffff,116,64.77,25.71,경기 성남시 분당구 서현동
8830e024dbfffff,13:00:00,8830e024dbfffff,116,59.7,21.02,경기 성남시 분당구 서현동
8830e024dbfffff,13:00:00,8830e15361fffff,12,57.5,23.08,경기 성남시 분당구 야탑동
8830e024dbfffff,13:20:00,8830e024dbfffff,125,69.18,25.23,경기 성남시 분당구 서현동
8830e024dbfffff,13:20:00,8830e15361fffff,16,62.63,16.05,경기 성남시 분당구 야탑동
8830e024dbfffff,13:40:00,8830e024dbfffff,135,73.73,25.98,경기 성남시 분당구 서현동
8830e024dbfffff,13:40:00,8830e15361fffff,11,81.82,18.54,경기 성남시 분당구 야탑동
8830e024dbfffff,14:00:00,8830e024dbfffff,124,73.73,25.35,경기 성남시 분당구 서현동
8830e024dbfffff,14:00:00,8830e15361fffff,12,83.42,36.24,경기 성남시 분당구 야탑동
8830e024dbfffff,14:20:00,8830e024dbfffff,123,67.58,25.47,경기 성남시 분당구 서현동
8830e024dbfffff,14:20:00,8830e15361fffff,15,69.6,21.63,경기 성남시 분당구 야탑동
8830e024dbfffff,14:40:00,8830e024dbfffff,108,70.95,40.37,경기 성남시 분당구 서현동
8830e024dbfffff,14:40:00,8830e15361fffff,12,79.92,19.44,경기 성남시 분당구 야탑동
8830e024dbfffff,15:00:00,8830e024dbfffff,141,68.84,22.39,경기 성남시 분당구 서현동
8830e024dbfffff,15:20:00,8830e024dbfffff,133,60.62,22.11,경기 성남시 분당구 서현동
8830e024dbfffff,15:20:00,8830e15361fffff,12,67.83,20.22,경기 성남시 분당구 야탑동
8830e024dbfffff,15:40:00,8830e024dbfffff,134,62.1,21.18,경기 성남시 분당구 서현동
