base_cell,time,outgoing_cell,outgoing_count,outgoing_time,outgoing_speed,NAME
8830e03599fffff,13:00:00,8830e035d7fffff,43,82.56,23.9,경기 안양시 동안구 평촌동
8830e03599fffff,13:20:00,8830e035d7fffff,43,71.33,23.17,경기 안양시 동안구 평촌동
8830e03599fffff,13:20:00,8830e035ddfffff,14,62.0,22.19,Beom_Gye
8830e03599fffff,13:40:00,8830e035d7fffff,54,74.31,24.82,경기 안양시 동안구 평촌동
8830e03599fffff,13:40:00,8830e035ddfffff,14,47.14,21.81,Beom_Gye
8830e03599fffff,14:00:00,8830e035d7fffff,62,68.61,22.99,경기 안양시 동안구 평촌동
8830e03599fffff,14:00:00,8830e035ddfffff,12,56.67,24.5,Beom_Gye
8830e03599fffff,14:20:00,8830e035d7fffff,58,69.22,23.53,경기 안양시 동안구 평촌동
8830e03599fffff,14:20:00,8830e035ddfffff,16,52.25,31.04,Beom_Gye
8830e03599fffff,14:40:00,8830e035d7fffff,71,64.18,24.78,경기 안양시 동안구 평촌동
8830e03599fffff,14:40:00,8830e035ddfffff,13,52.54,23.16,Beom_Gye
8830e03599fffff,15:00:00,8830e035d7fffff,54,66.96,20.8,경기 안양시 동안구 평촌동
8830e03599fffff,15:20:00,8830e035d7fffff,65,54.8,25.73,경기 안양시 동안구 평촌동
8830e03599fffff,15:20:00,8830e035ddfffff,11,45.45,19.35,Beom_Gye
8830e03599fffff,15:40:00,8830e035d7fffff,61,64.79,26.13,경기 안양시 동안구 평촌동
8830e03599fffff,16:00:00,8830e035d7fffff,55,79.33,22.0,경기 안양시 동안구 평촌동
8830e03599fffff,16:00:00,8830e035ddfffff,14,52.5,19.85,Beom_Gye
8830e03599fffff,16:20:00,8830e035d7fffff,61,61.74,22.72,경기 안양시 동안구 평촌동
8830e03599fffff,16:20:00,8830e035ddfffff,17,51.59,24.23,Beom_Gye
8830e03599fffff,16:40:00,8830e035d7fffff,53,60.3,19.75,경기 안양시 동안구 평촌동
8830e03599fffff,17:00:00,8830e035d7fffff,49,60.51,23.8,경기 안양시 동안구 평촌동
8830e03599fffff,17:00:00,8830e035ddfffff,10,50.0,29.04,Beom_Gye
8830e03599fffff,17:20:00,8830e035d7fffff,40,76.93,19.56,경기 안양시 동안구 평촌동
8830e03599fffff,17:20:00,8830e035ddfffff,17,51.06,20.76,Beom_Gye
8830e03599fffff,17:40:00,8830e035d7fffff,41,68.24,17.58,경기 안양시 동안구 평촌동
8830e03599fffff,17:40:00,8830e035ddfffff,17,51.76,24.09,Beom_Gye
8830e03599fffff,18:00:00,8830e035d7fffff,41,59.37,24.98,경기 안양시 동안구 평촌동
8830e03599fffff,18:00:00,8830e035ddfffff,21,58.29,26.67,Beom_Gye
8830e03599fffff,18:20:00,8830e035d7fffff,36,58.19,22.83,경기 안양시 동안구 평촌동
8830e03599fffff,18:20:00,8830e035ddfffff,12,43.58,23.14,Beom_Gye
8830e03599fffff,18:40:00,8830e035d7fffff,40,53.28,18.57,경기 안양시 동안구 평촌동
8830e03599fffff,18:40:00,8830e035ddfffff,11,48.45,23.63,Beom_Gye
8830e03599fffff,19:00:00,8830e035d7fffff,38,65.32,19.3,경기 안양시 동안구 평촌동
8830e03599fffff,19:00:00,8830e035ddfffff,16,46.19,28.99,Beom_Gye
8830e03599fffff,19:20:00,8830e035d7fffff,39,59.36,21.03,경기 안양시 동안구 평촌동
8830e03599fffff,19:40:00,8830e035d7fffff,35,53.2,24.08,경기 안양시 동안구 평촌동
8830e03599fffff,20:00:00,8830e035d7fffff,40,64.78,21.66,경기 안양시 동안구 평촌동
8830e03599fffff,20:20:00,8830e035d7fffff,33,50.15,17.79,경기 안양시 동안구 평촌동
8830e03599fffff,20:40:00,8830e035d7fffff,34,56.68,21.8,경기 안양시 동안구 평촌동
8830e03599fffff,21:00:00,8830e035d7fffff,34,56.35,27.03,경기 안양시 동안구 평촌동
8830e03599fffff,21:20:00,8830e035d7fffff,37,51.49,26.22,경기 안양시 동안구 평촌동
8830e03599fffff,21:40:00,8830e035d7fffff,36,51.44,24.51,경기 안양시 동안구 평촌동
8830e03599fffff,22:00:00,8830e035d7fffff,31,52.42,18.01,경기 안양시 동안구 평촌동
8830e03599fffff,22:20:00,8830e035d7fffff,24,58.21,24.96,경기 안양시 동안구 평촌동
8830e03599fffff,22:40:00,8830e035d7fffff,21,50.48,15.17,경기 안양시 동안구 평촌동
8830e03599fffff,23:00:00,8830e035d7fffff,26,46.62,10.99,경기 안양시 동안구 평촌동
8830e03599fffff,23:20:00,8830e035d7fffff,21,33.71,15.29,경기 안양시 동안구 평촌동
8830e0359bfffff,10:00:00,8830e035ddfffff,10,59.8,25.05,Beom_Gye
8830e0359bfffff,13:20:00,8830e035ddfffff,14,63.71,23.37,Beom_Gye
8830e0359bfffff,17:00:00,8830e035ddfffff,11,51.36,30.1,Beom_Gye
8830e0359dfffff,0:00:00,8830e035d7fffff,109,52.85,14.68,경기 안양시 동안구 평촌동
8830e0359dfffff,0:40:00,8830e035d7fffff,19,68.84,18.76,경기 안양시 동안구 평촌동
8830e0359dfffff,1:00:00,8830e035d7fffff,17,60.71,12.66,경기 안양시 동안구 평촌동
8830e0359dfffff,1:20:00,8830e035d7fffff,21,54.19,17.18,경기 안양시 동안구 평촌동
8830e0359dfffff,3:00:00,8830e035d7fffff,11,52.82,18.56,경기 안양시 동안구 평촌동
8830e0359dfffff,3:20:00,8830e035d7fffff,12,61.0,16.53,경기 안양시 동안구 평촌동
8830e0359dfffff,4:00:00,8830e035d7fffff,10,55.1,25.83,경기 안양시 동안구 평촌동
8830e0359dfffff,4:20:00,8830e035d7fffff,12,66.17,21.95,경기 안양시 동안구 평촌동
8830e0359dfffff,4:40:00,8830e035d7fffff,10,119.9,28.02,경기 안양시 동안구 평촌동
8830e0359dfffff,5:00:00,8830e035d7fffff,23,117.04,24.35,경기 안양시 동안구 평촌동
8830e0359dfffff,5:20:00,8830e035d7fffff,13,49.46,26.44,경기 안양시 동안구 평촌동
8830e0359dfffff,5:40:00,8830e035d7fffff,13,75.15,16.7,경기 안양시 동안구 평촌동
8830e0359dfffff,6:00:00,8830e035d7fffff,27,90.67,26.94,경기 안양시 동안구 평촌동
8830e0359dfffff,6:20:00,8830e035d7fffff,23,98.96,24.41,경기 안양시 동안구 평촌동
8830e0359dfffff,6:40:00,8830e035d7fffff,24,64.75,25.76,경기 안양시 동안구 평촌동
8830e0359dfffff,7:00:00,8830e035d7fffff,26,80.69,26.39,경기 안양시 동안구 평촌동
8830e0359dfffff,7:20:00,8830e035d7fffff,30,60.37,23.14,경기 안양시 동안구 평촌동
8830e0359dfffff,7:40:00,8830e035d7fffff,23,70.61,21.88,경기 안양시 동안구 평촌동
8830e0359dfffff,8:00:00,8830e035d7fffff,37,70.95,24.27,경기 안양시 동안구 평촌동
8830e0359dfffff,8:00:00,8830e035ddfffff,17,48.88,21.49,Beom_Gye
8830e0359dfffff,8:20:00,8830e035d7fffff,45,59.16,19.83,경기 안양시 동안구 평촌동
8830e0359dfffff,8:20:00,8830e035ddfffff,13,59.15,20.4,Beom_Gye
8830e0359dfffff,8:40:00,8830e035d7fffff,33,60.91,22.2,경기 안양시 동안구 평촌동
8830e0359dfffff,8:40:00,8830e035ddfffff,10,70.5,32.43,Beom_Gye
8830e0359dfffff,9:00:00,8830e035d7fffff,41,73.41,28.45,경기 안양시 동안구 평촌동
8830e0359dfffff,9:00:00,8830e035ddfffff,16,44.0,24.09,Beom_Gye
8830e0359dfffff,9:20:00,8830e035d7fffff,51,75.49,26.41,경기 안양시 동안구 평촌동
8830e0359dfffff,9:20:00,8830e035ddfffff,20,47.35,30.87,Beom_Gye
8830e0359dfffff,9:40:00,8830e035d7fffff,51,67.27,19.11,경기 안양시 동안구 평촌동
8830e0359dfffff,9:40:00,8830e035ddfffff,13,80.08,20.05,Beom_Gye
8830e0359dfffff,10:00:00,8830e035d7fffff,39,80.95,21.99,경기 안양시 동안구 평촌동
8830e0359dfffff,10:20:00,8830e035d7fffff,48,68.75,29.51,경기 안양시 동안구 평촌동
8830e0359dfffff,10:40:00,8830e035d7fffff,52,84.4,29.15,경기 안양시 동안구 평촌동
8830e0359dfffff,10:40:00,8830e035ddfffff,13,66.69,18.86,Beom_Gye
8830e0359dfffff,11:00:00,8830e035d7fffff,41,57.0,25.09,경기 안양시 동안구 평촌동
8830e0359dfffff,11:00:00,8830e035ddfffff,13,45.62,25.39,Beom_Gye
8830e0359dfffff,11:20:00,8830e035d7fffff,27,66.04,27.93,경기 안양시 동안구 평촌동
8830e0359dfffff,11:20:00,8830e035ddfffff,11,45.55,26.26,Beom_Gye
8830e0359dfffff,11:40:00,8830e035d7fffff,39,72.44,28.03,경기 안양시 동안구 평촌동
8830e0359dfffff,11:40:00,8830e035ddfffff,11,57.36,33.03,Beom_Gye
8830e0359dfffff,12:00:00,8830e035d7fffff,41,63.68,19.24,경기 안양시 동안구 평촌동
8830e0359dfffff,12:00:00,8830e035ddfffff,17,127.35,25.36,Beom_Gye
8830e0359dfffff,12:20:00,8830e035d7fffff,47,67.38,22.1,경기 안양시 동안구 평촌동
8830e0359dfffff,12:20:00,8830e035ddfffff,15,58.2,26.66,Beom_Gye
8830e0359dfffff,12:40:00,8830e035d7fffff,46,89.2,22.65,경기 안양시 동안구 평촌동
8830e0359dfffff,12:40:00,8830e035ddfffff,17,51.18,32.0,Beom_Gye
8830e0359dfffff,13:00:00,8830e035d7fffff,42,65.6,25.7,경기 안양시 동안구 평촌동
8830e0359dfffff,13:00:00,8830e035ddfffff,20,60.6,25.77,Beom_Gye
8830e0359dfffff,13:20:00,8830e035d7fffff,47,65.74,21.35,경기 안양시 동안구 평촌동
8830e0359dfffff,13:20:00,8830e035ddfffff,21,73.9,23.3,Beom_Gye
8830e0359dfffff,13:40:00,8830e035d7fffff,39,69.97,26.69,경기 안양시 동안구 평촌동
8830e0359dfffff,13:40:00,8830e035ddfffff,15,65.8,30.76,Beom_Gye
8830e0359dfffff,14:00:00,8830e035d7fffff,52,70.54,21.33,경기 안양시 동안구 평촌동
8830e0359dfffff,14:00:00,8830e035ddfffff,16,56.06,27.21,Beom_Gye
8830e0359dfffff,14:20:00,8830e035d7fffff,36,60.53,24.94,경기 안양시 동안구 평촌동
8830e0359dfffff,14:20:00,8830e035ddfffff,19,63.84,23.27,Beom_Gye
8830e0359dfffff,14:40:00,8830e035d7fffff,46,59.76,24.2,경기 안양시 동안구 평촌동
8830e0359dfffff,14:40:00,8830e035ddfffff,13,75.92,24.16,Beom_Gye
8830e0359dfffff,15:00:00,8830e035d7fffff,47,86.47,23.36,경기 안양시 동안구 평촌동
8830e0359dfffff,15:00:00,8830e035ddfffff,15,57.6,23.92,Beom_Gye
8830e0359dfffff,15:20:00,8830e035d7fffff,39,61.95,21.81,경기 안양시 동안구 평촌동
8830e0359dfffff,15:20:00,8830e035ddfffff,13,51.08,25.59,Beom_Gye
8830e0359dfffff,15:40:00,8830e035d7fffff,38,58.76,18.34,경기 안양시 동안구 평촌동
8830e0359dfffff,15:40:00,8830e035ddfffff,16,70.06,24.13,Beom_Gye
8830e0359dfffff,16:00:00,8830e035d7fffff,41,57.78,21.11,경기 안양시 동안구 평촌동
8830e0359dfffff,16:00:00,8830e035ddfffff,10,54.9,19.39,Beom_Gye
8830e0359dfffff,16:20:00,8830e035d7fffff,42,70.81,21.47,경기 안양시 동안구 평촌동
8830e0359dfffff,16:20:00,8830e035ddfffff,12,58.83,28.15,Beom_Gye
8830e0359dfffff,16:40:00,8830e035d7fffff,47,58.83,20.19,경기 안양시 동안구 평촌동
8830e0359dfffff,16:40:00,8830e035ddfffff,17,62.71,25.77,Beom_Gye
8830e0359dfffff,17:00:00,8830e035d7fffff,47,57.0,21.12,경기 안양시 동안구 평촌동
8830e0359dfffff,17:00:00,8830e035ddfffff,14,69.14,27.05,Beom_Gye
8830e0359dfffff,17:20:00,8830e035d7fffff,35,58.37,20.76,경기 안양시 동안구 평촌동
8830e0359dfffff,17:20:00,8830e035ddfffff,20,82.75,29.11,Beom_Gye
8830e0359dfffff,17:40:00,8830e035d7fffff,48,64.25,21.6,경기 안양시 동안구 평촌동
8830e0359dfffff,17:40:00,8830e035ddfffff,16,58.25,26.83,Beom_Gye
8830e0359dfffff,18:00:00,8830e035d7fffff,31,56.81,20.75,경기 안양시 동안구 평촌동
8830e0359dfffff,18:00:00,8830e035ddfffff,15,66.13,26.7,Beom_Gye
8830e0359dfffff,18:20:00,8830e035d7fffff,27,50.7,24.61,경기 안양시 동안구 평촌동
8830e0359dfffff,18:20:00,8830e035ddfffff,15,59.47,23.37,Beom_Gye
8830e0359dfffff,18:40:00,8830e035d7fffff,31,57.77,21.98,경기 안양시 동안구 평촌동
8830e0359dfffff,19:00:00,8830e035d7fffff,36,51.5,20.58,경기 안양시 동안구 평촌동
8830e0359dfffff,19:20:00,8830e035d7fffff,39,57.51,20.71,경기 안양시 동안구 평촌동
8830e0359dfffff,19:40:00,8830e035d7fffff,38,56.76,23.21,경기 안양시 동안구 평촌동
8830e0359dfffff,20:00:00,8830e035d7fffff,29,52.59,18.43,경기 안양시 동안구 평촌동
8830e0359dfffff,20:00:00,8830e035ddfffff,14,71.86,23.53,Beom_Gye
8830e0359dfffff,20:20:00,8830e035d7fffff,34,60.15,23.67,경기 안양시 동안구 평촌동
8830e0359dfffff,20:40:00,8830e035d7fffff,25,58.2,21.4,경기 안양시 동안구 평촌동
8830e0359dfffff,21:00:00,8830e035d7fffff,32,65.59,23.87,경기 안양시 동안구 평촌동
8830e0359dfffff,21:20:00,8830e035d7fffff,31,54.58,20.69,경기 안양시 동안구 평촌동
8830e0359dfffff,21:40:00,8830e035d7fffff,35,52.0,20.66,경기 안양시 동안구 평촌동
8830e0359dfffff,22:00:00,8830e035d7fffff,29,64.79,19.3,경기 안양시 동안구 평촌동
8830e0359dfffff,22:20:00,8830e035d7fffff,27,50.26,18.88,경기 안양시 동안구 평촌동
8830e0359dfffff,22:40:00,8830e035d7fffff,15,56.07,13.7,경기 안양시 동안구 평촌동
8830e0359dfffff,23:00:00,8830e035d7fffff,24,46.46,16.45,경기 안양시 동안구 평촌동
8830e0359dfffff,23:20:00,8830e035d7fffff,24,35.13,11.08,경기 안양시 동안구 평촌동
8830e035a1fffff,16:40:00,8830e035ddfffff,10,55.6,36.8,Beom_Gye
8830e035a1fffff,17:20:00,8830e035ddfffff,14,51.43,25.44,Beom_Gye
8830e035a1fffff,18:00:00,8830e035ddfffff,16,45.75,39.67,Beom_Gye
8830e035a3fffff,8:40:00,8830e035ddfffff,10,59.7,21.2,Beom_Gye
8830e035a3fffff,15:40:00,8830e035ddfffff,12,86.67,30.23,Beom_Gye
8830e035a3fffff,17:00:00,8830e035ddfffff,11,101.64,23.91,Beom_Gye
8830e035a3fffff,17:20:00,8830e035ddfffff,12,61.58,25.94,Beom_Gye
8830e035a3fffff,17:40:00,8830e035ddfffff,13,51.85,28.9,Beom_Gye
8830e035a9fffff,17:00:00,8830e025a5fffff,13,51.0,40.36,경기 수원시 영통구 원천동
8830e035a9fffff,17:40:00,8830e035ddfffff,11,45.91,31.34,Beom_Gye
8830e035a9fffff,18:00:00,8830e03531fffff,13,110.23,24.29,경기 안양시 만안구 안양동
8830e035a9fffff,18:00:00,8830e035ddfffff,16,46.13,39.66,Beom_Gye
8830e035a9fffff,20:00:00,8830e0ac83fffff,11,154.73,38.45,서울 구로구 구로동
8830e035abfffff,8:00:00,8830e035ddfffff,17,43.47,28.48,Beom_Gye
8830e035abfffff,8:20:00,8830e035d7fffff,11,50.0,15.77,경기 안양시 동안구 평촌동
8830e035abfffff,8:20:00,8830e035ddfffff,11,80.18,19.86,Beom_Gye
8830e035abfffff,9:40:00,8830e035ddfffff,12,71.42,25.76,Beom_Gye
8830e035abfffff,10:00:00,8830e035ddfffff,11,64.45,29.34,Beom_Gye
8830e035abfffff,10:20:00,8830e035ddfffff,14,81.5,31.15,Beom_Gye
8830e035abfffff,11:20:00,8830e035ddfffff,10,56.3,26.35,Beom_Gye
8830e035abfffff,12:00:00,8830e035ddfffff,10,54.3,22.04,Beom_Gye
8830e035abfffff,13:00:00,8830e035ddfffff,15,60.0,23.91,Beom_Gye
8830e035abfffff,13:20:00,8830e035ddfffff,16,85.94,25.29,Beom_Gye
8830e035abfffff,14:00:00,8830e035ddfffff,10,68.8,16.39,Beom_Gye
8830e035abfffff,15:00:00,8830e035ddfffff,10,44.3,26.99,Beom_Gye
8830e035abfffff,15:20:00,8830e035ddfffff,17,59.24,25.18,Beom_Gye
8830e035abfffff,17:00:00,8830e035ddfffff,15,54.73,25.95,Beom_Gye
8830e035abfffff,17:20:00,8830e035ddfffff,15,44.73,26.35,Beom_Gye
8830e035abfffff,17:40:00,8830e035ddfffff,15,59.07,24.02,Beom_Gye
8830e035abfffff,18:00:00,8830e035ddfffff,21,48.29,25.38,Beom_Gye
8830e035abfffff,18:20:00,8830e035ddfffff,13,203.62,24.54,Beom_Gye
8830e035abfffff,18:40:00,8830e035ddfffff,12,47.92,25.42,Beom_Gye
8830e035abfffff,19:00:00,8830e035ddfffff,10,52.9,27.19,Beom_Gye
8830e035abfffff,19:20:00,8830e035ddfffff,10,64.2,28.51,Beom_Gye
8830e035adfffff,17:00:00,8830e035ddfffff,11,46.55,38.6,Beom_Gye
8830e035adfffff,17:20:00,8830e03531fffff,19,48.68,23.47,경기 안양시 만안구 안양동
8830e035adfffff,17:20:00,8830e035ddfffff,15,58.0,31.35,Beom_Gye
8830e035adfffff,17:40:00,8830e035ddfffff,13,48.31,31.91,Beom_Gye
8830e035adfffff,18:00:00,8830e03531fffff,18,49.39,23.77,경기 안양시 만안구 안양동
8830e035adfffff,18:00:00,8830e035d7fffff,11,74.09,27.76,경기 안양시 동안구 평촌동
8830e035adfffff,18:00:00,8830e035ddfffff,28,57.46,33.08,Beom_Gye
8830e035b3fffff,6:40:00,8830e035ddfffff,13,39.15,45.27,Beom_Gye
8830e035bdfffff,7:40:00,8830e035ddfffff,13,70.62,26.06,Beom_Gye
8830e035bdfffff,8:00:00,8830e035ddfffff,12,53.83,25.18,Beom_Gye
8830e035bdfffff,8:20:00,8830e035ddfffff,23,43.52,22.38,Beom_Gye
8830e035bdfffff,9:00:00,8830e035ddfffff,10,70.2,26.31,Beom_Gye
8830e035bdfffff,10:00:00,8830e035ddfffff,11,51.73,21.99,Beom_Gye
8830e035bdfffff,11:20:00,8830e035ddfffff,10,66.8,30.38,Beom_Gye
8830e035bdfffff,11:40:00,8830e035ddfffff,11,53.27,17.94,Beom_Gye
8830e035bdfffff,12:20:00,8830e035ddfffff,11,81.0,28.02,Beom_Gye
8830e035bdfffff,13:40:00,8830e035ddfffff,15,65.6,27.14,Beom_Gye
8830e035bdfffff,16:00:00,8830e035ddfffff,10,55.5,18.27,Beom_Gye
8830e035bdfffff,16:40:00,8830e035ddfffff,14,58.14,28.14,Beom_Gye
8830e035bdfffff,17:00:00,8830e035ddfffff,10,39.3,18.08,Beom_Gye
8830e035bdfffff,17:20:00,8830e035ddfffff,11,66.18,21.42,Beom_Gye
8830e035bdfffff,18:00:00,8830e035ddfffff,15,56.27,26.02,Beom_Gye
8830e035c1fffff,7:40:00,8830e035ddfffff,11,67.91,22.52,Beom_Gye
8830e035c1fffff,8:00:00,8830e035ddfffff,16,78.75,29.32,Beom_Gye
8830e035c1fffff,8:20:00,8830e035ddfffff,19,80.16,24.46,Beom_Gye
8830e035c1fffff,8:40:00,8830e035ddfffff,12,49.92,23.66,Beom_Gye
8830e035c1fffff,9:20:00,8830e035ddfffff,11,69.45,30.2,Beom_Gye
8830e035c1fffff,9:40:00,8830e035ddfffff,10,69.3,23.52,Beom_Gye
8830e035c1fffff,10:00:00,8830e035ddfffff,10,53.8,22.95,Beom_Gye
8830e035c1fffff,10:20:00,8830e035ddfffff,13,67.46,17.24,Beom_Gye
8830e035c1fffff,11:20:00,8830e035ddfffff,13,85.0,25.69,Beom_Gye
8830e035c1fffff,11:40:00,8830e035ddfffff,13,76.23,21.9,Beom_Gye
8830e035c1fffff,12:00:00,8830e035ddfffff,10,64.3,24.65,Beom_Gye
8830e035c1fffff,12:20:00,8830e035ddfffff,14,64.29,32.85,Beom_Gye
8830e035c1fffff,12:40:00,8830e035ddfffff,20,54.65,21.23,Beom_Gye
8830e035c1fffff,13:00:00,8830e035ddfffff,10,60.0,25.1,Beom_Gye
8830e035c1fffff,13:20:00,8830e035ddfffff,16,55.06,16.73,Beom_Gye
8830e035c1fffff,13:40:00,8830e035ddfffff,14,64.0,22.4,Beom_Gye
8830e035c1fffff,14:00:00,8830e035ddfffff,13,62.92,19.53,Beom_Gye
8830e035c1fffff,14:20:00,8830e035ddfffff,13,64.31,15.38,Beom_Gye
8830e035c1fffff,14:40:00,8830e035ddfffff,18,67.94,28.2,Beom_Gye
8830e035c1fffff,15:00:00,8830e035ddfffff,13,77.77,27.73,Beom_Gye
8830e035c1fffff,15:40:00,8830e035ddfffff,15,41.4,23.51,Beom_Gye
8830e035c1fffff,16:00:00,8830e035ddfffff,14,68.07,29.14,Beom_Gye
8830e035c1fffff,16:20:00,8830e035ddfffff,12,72.25,22.58,Beom_Gye
8830e035c1fffff,16:40:00,8830e035ddfffff,18,62.56,17.65,Beom_Gye
8830e035c1fffff,17:00:00,8830e035ddfffff,30,52.7,17.99,Beom_Gye
8830e035c1fffff,17:20:00,8830e035ddfffff,19,57.26,19.39,Beom_Gye
8830e035c1fffff,17:40:00,8830e035ddfffff,25,53.72,21.28,Beom_Gye
8830e035c1fffff,18:00:00,8830e035ddfffff,36,51.17,19.92,Beom_Gye
8830e035c1fffff,18:20:00,8830e035ddfffff,12,115.5,16.19,Beom_Gye
8830e035c1fffff,19:00:00,8830e035ddfffff,12,46.33,16.13,Beom_Gye
8830e035c3fffff,0:00:00,8830e035d7fffff,11,58.64,19.11,경기 안양시 동안구 평촌동
8830e035c3fffff,0:00:00,8830e035ddfffff,59,60.63,20.65,Beom_Gye
8830e035c3fffff,0:40:00,8830e035ddfffff,10,56.8,36.67,Beom_Gye
8830e035c3fffff,4:20:00,8830e035ddfffff,10,86.1,43.83,Beom_Gye
8830e035c3fffff,5:20:00,8830e035ddfffff,10,134.3,37.51,Beom_Gye
8830e035c3fffff,5:40:00,8830e035ddfffff,11,59.09,28.59,Beom_Gye
8830e035c3fffff,6:20:00,8830e035ddfffff,14,92.5,43.47,Beom_Gye
8830e035c3fffff,6:40:00,8830e035ddfffff,11,99.45,28.55,Beom_Gye
8830e035c3fffff,7:00:00,8830e035ddfffff,31,118.84,25.99,Beom_Gye
8830e035c3fffff,7:20:00,8830e035ddfffff,32,70.25,23.61,Beom_Gye
8830e035c3fffff,7:40:00,8830e035ddfffff,24,71.83,24.09,Beom_Gye
8830e035c3fffff,8:00:00,8830e035d7fffff,14,43.79,25.7,경기 안양시 동안구 평촌동
8830e035c3fffff,8:00:00,8830e035ddfffff,34,62.38,19.31,Beom_Gye
8830e035c3fffff,8:20:00,8830e035ddfffff,64,57.42,19.95,Beom_Gye
8830e035c3fffff,8:40:00,8830e035ddfffff,54,70.31,25.14,Beom_Gye
8830e035c3fffff,9:00:00,8830e035ddfffff,69,62.83,22.39,Beom_Gye
8830e035c3fffff,9:20:00,8830e035ddfffff,56,57.34,20.18,Beom_Gye
8830e035c3fffff,9:40:00,8830e035ddfffff,59,64.63,23.18,Beom_Gye
8830e035c3fffff,10:00:00,8830e035ddfffff,74,59.93,24.39,Beom_Gye
8830e035c3fffff,10:20:00,8830e035ddfffff,79,68.47,24.31,Beom_Gye
8830e035c3fffff,10:40:00,8830e035d7fffff,11,56.82,23.88,경기 안양시 동안구 평촌동
8830e035c3fffff,10:40:00,8830e035ddfffff,90,58.22,21.11,Beom_Gye
8830e035c3fffff,11:00:00,8830e035ddfffff,77,61.1,26.97,Beom_Gye
8830e035c3fffff,11:20:00,8830e035ddfffff,77,55.86,23.98,Beom_Gye
8830e035c3fffff,11:40:00,8830e035ddfffff,84,71.08,19.97,Beom_Gye
8830e035c3fffff,12:00:00,8830e035d7fffff,14,112.21,18.99,경기 안양시 동안구 평촌동
8830e035c3fffff,12:00:00,8830e035ddfffff,70,55.44,22.97,Beom_Gye
8830e035c3fffff,12:20:00,8830e035ddfffff,72,65.49,22.89,Beom_Gye
8830e035c3fffff,12:40:00,8830e035ddfffff,96,63.35,22.79,Beom_Gye
8830e035c3fffff,13:00:00,8830e035ddfffff,58,70.88,20.09,Beom_Gye
8830e035c3fffff,13:20:00,8830e035d7fffff,10,55.2,19.19,경기 안양시 동안구 평촌동
8830e035c3fffff,13:20:00,8830e035ddfffff,86,62.38,21.45,Beom_Gye
8830e035c3fffff,13:40:00,8830e035ddfffff,78,63.88,21.31,Beom_Gye
8830e035c3fffff,14:00:00,8830e035d7fffff,11,55.27,26.95,경기 안양시 동안구 평촌동
8830e035c3fffff,14:00:00,8830e035ddfffff,87,58.4,20.68,Beom_Gye
8830e035c3fffff,14:20:00,8830e035d7fffff,12,50.08,14.57,경기 안양시 동안구 평촌동
8830e035c3fffff,14:20:00,8830e035ddfffff,87,74.28,22.75,Beom_Gye
8830e035c3fffff,14:40:00,8830e035d7fffff,11,55.36,24.21,경기 안양시 동안구 평촌동
8830e035c3fffff,14:40:00,8830e035ddfffff,92,61.62,21.07,Beom_Gye
8830e035c3fffff,15:00:00,8830e035d7fffff,12,61.42,22.15,경기 안양시 동안구 평촌동
8830e035c3fffff,15:00:00,8830e035ddfffff,91,68.79,22.18,Beom_Gye
8830e035c3fffff,15:20:00,8830e035d7fffff,12,44.17,27.96,경기 안양시 동안구 평촌동
8830e035c3fffff,15:20:00,8830e035ddfffff,81,50.9,23.5,Beom_Gye
8830e035c3fffff,15:40:00,8830e035d7fffff,14,51.5,22.74,경기 안양시 동안구 평촌동
8830e035c3fffff,15:40:00,8830e035ddfffff,98,56.0,22.19,Beom_Gye
8830e035c3fffff,16:00:00,8830e035d7fffff,12,61.75,19.45,경기 안양시 동안구 평촌동
8830e035c3fffff,16:00:00,8830e035ddfffff,96,58.49,24.81,Beom_Gye
8830e035c3fffff,16:20:00,8830e035d7fffff,16,76.5,24.59,경기 안양시 동안구 평촌동
8830e035c3fffff,16:20:00,8830e035ddfffff,77,57.97,20.6,Beom_Gye
8830e035c3fffff,16:40:00,8830e035d7fffff,17,83.76,21.48,경기 안양시 동안구 평촌동
8830e035c3fffff,16:40:00,8830e035ddfffff,57,57.3,19.3,Beom_Gye
8830e035c3fffff,17:00:00,8830e035d7fffff,17,55.53,21.25,경기 안양시 동안구 평촌동
8830e035c3fffff,17:00:00,8830e035ddfffff,74,56.89,19.81,Beom_Gye
8830e035c3fffff,17:20:00,8830e035d7fffff,14,44.5,25.03,경기 안양시 동안구 평촌동
8830e035c3fffff,17:20:00,8830e035ddfffff,61,58.98,24.7,Beom_Gye
8830e035c3fffff,17:40:00,8830e035d7fffff,22,46.68,20.85,경기 안양시 동안구 평촌동
8830e035c3fffff,17:40:00,8830e035ddfffff,71,55.93,23.95,Beom_Gye
8830e035c3fffff,18:00:00,8830e035d7fffff,16,68.0,18.81,경기 안양시 동안구 평촌동
8830e035c3fffff,18:00:00,8830e035ddfffff,64,51.84,20.93,Beom_Gye
8830e035c3fffff,18:20:00,8830e035d7fffff,14,76.36,20.29,경기 안양시 동안구 평촌동
8830e035c3fffff,18:20:00,8830e035ddfffff,65,54.78,22.2,Beom_Gye
8830e035c3fffff,18:40:00,8830e035d7fffff,12,62.42,20.05,경기 안양시 동안구 평촌동
8830e035c3fffff,18:40:00,8830e035ddfffff,58,53.09,19.03,Beom_Gye
8830e035c3fffff,19:00:00,8830e035ddfffff,46,53.87,18.16,Beom_Gye
