time,vehicle_id,step,from_node,from_name,to_node,to_name,real_distance,cost,efficiency,total_real_distance,objectives
00:00 ~ 00:59,0,0,15,Depot_Gimpo_Airport,8,서울 강서구 등촌동,3199,3085,0.9643638637074086,3199,76258
00:00 ~ 00:59,0,1,8,서울 강서구 등촌동,2,서울 양천구 목동,4732,4407,0.9446475854242845,7931,76258
00:00 ~ 00:59,0,2,2,서울 양천구 목동,1,서울 강서구 화곡동,3929,3375,0.9162731871838111,11860,76258
00:00 ~ 00:59,0,3,1,서울 강서구 화곡동,7,서울 구로구 구로동,1054,1025,0.9208610809973672,12914,76258
00:00 ~ 00:59,0,4,7,서울 구로구 구로동,6,서울 양천구 신정동,950,916,0.9238315060588574,13864,76258
00:00 ~ 00:59,0,5,6,서울 양천구 신정동,17,Depot_Kintex,97,97,0.924360719146193,13961,76258
00:00 ~ 00:59,0,6,17,Depot_Kintex,9,서울 양천구 목동_1,1406,1406,0.9312813171080888,15367,76258
00:00 ~ 00:59,0,7,9,서울 양천구 목동_1,15,Depot_Gimpo_Airport,6491,1947,0.7438008966968616,21858,76258
01:00 ~ 01:59,0,0,15,Depot_Gimpo_Airport,8,서울 강서구 등촌동,3199,3077,0.9618630822131916,3199,76489
01:00 ~ 01:59,0,1,8,서울 강서구 등촌동,2,서울 양천구 목동,4732,4272,0.9266170722481402,7931,76489
01:00 ~ 01:59,0,2,2,서울 양천구 목동,1,서울 강서구 화곡동,3929,3718,0.9331365935919056,11860,76489
01:00 ~ 01:59,0,3,1,서울 강서구 화곡동,7,서울 구로구 구로동,1054,1054,0.9385937741985442,12914,76489
01:00 ~ 01:59,0,4,7,서울 구로구 구로동,6,서울 양천구 신정동,950,918,0.9404933641084824,13864,76489
01:00 ~ 01:59,0,5,6,서울 양천구 신정동,17,Depot_Kintex,97,97,0.9409068118329632,13961,76489
01:00 ~ 01:59,0,6,17,Depot_Kintex,9,서울 양천구 목동_1,1406,1406,0.9463135289906943,15367,76489
01:00 ~ 01:59,0,7,9,서울 양천구 목동_1,15,Depot_Gimpo_Airport,6491,1947,0.754369109708116,21858,76489
