time,vehicle_id,start_node,end_node,route_nodes,route_names,real_distance,cost,objectives,efficiency
00:00 ~ 00:59,0,15,15,15 -> 8 -> 2 -> 1 -> 7 -> 6 -> 17 -> 9 -> 15,Depot_Gimpo_Airport -> 서울 강서구 등촌동 -> 서울 양천구 목동 -> 서울 강서구 화곡동 -> 서울 구로구 구로동 -> 서울 양천구 신정동 -> Depot_Kintex -> 서울 양천구 목동_1 -> Depot_Gimpo_Airport,21858,16258,76258,0.7438008966968616
01:00 ~ 01:59,0,15,15,15 -> 8 -> 2 -> 1 -> 7 -> 6 -> 17 -> 9 -> 15,Depot_Gimpo_Airport -> 서울 강서구 등촌동 -> 서울 양천구 목동 -> 서울 강서구 화곡동 -> 서울 구로구 구로동 -> 서울 양천구 신정동 -> Depot_Kintex -> 서울 양천구 목동_1 -> Depot_Gimpo_Airport,21858,16489,76489,0.754369109708116
02:00 ~ 02:59,0,15,15,15 -> 8 -> 9 -> 17 -> 6 -> 7 -> 1 -> 2 -> 15,Depot_Gimpo_Airport -> 서울 강서구 등촌동 -> 서울 양천구 목동_1 -> Depot_Kintex -> 서울 양천구 신정동 -> 서울 구로구 구로동 -> 서울 강서구 화곡동 -> 서울 양천구 목동 -> Depot_Gimpo_Airport,19696,16526,76526,0.8390536149471974
03:00 ~ 03:59,0,15,15,15 -> 8 -> 2 -> 1 -> 7 -> 6 -> 17 -> 9 -> 15,Depot_Gimpo_Airport -> 서울 강서구 등촌동 -> 서울 양천구 목동 -> 서울 강서구 화곡동 -> 서울 구로구 구로동 -> 서울 양천구 신정동 -> Depot_Kintex -> 서울 양천구 목동_1 -> Depot_Gimpo_Airport,21858,16390,76390,0.7498398755604355
04:00 ~ 04:59,0,15,15,15 -> 8 -> 2 -> 1 -> 7 -> 6 -> 17 -> 9 -> 15,Depot_Gimpo_Airport -> 서울 강서구 등촌동 -> 서울 양천구 목동 -> 서울 강서구 화곡동 -> 서울 구로구 구로동 -> 서울 양천구 신정동 -> Depot_Kintex -> 서울 양천구 목동_1 -> Depot_Gimpo_Airport,21858,15829,75829,0.7241742153902462
05:00 ~ 05:59,0,15,15,15 -> 8 -> 2 -> 1 -> 7 -> 6 -> 17 -> 9 -> 15,Depot_Gimpo_Airport -> 서울 강서구 등촌동 -> 서울 양천구 목동 -> 서울 강서구 화곡동 -> 서울 구로구 구로동 -> 서울 양천구 신정동 -> Depot_Kintex -> 서울 양천구 목동_1 -> Depot_Gimpo_Airport,21858,15959,75959,0.730121694574069
06:00 ~ 06:59,0,15,15,15 -> 8 -> 9 -> 17 -> 6 -> 7 -> 1 -> 2 -> 15,Depot_Gimpo_Airport -> 서울 강서구 등촌동 -> 서울 양천구 목동_1 -> Depot_Kintex -> 서울 양천구 신정동 -> 서울 구로구 구로동 -> 서울 강서구 화곡동 -> 서울 양천구 목동 -> Depot_Gimpo_Airport,19696,16740,76740,0.8499187652315191
07:00 ~ 07:59,0,15,15,15 -> 8 -> 2 -> 1 -> 7 -> 6 -> 17 -> 9 -> 15,Depot_Gimpo_Airport -> 서울 강서구 등촌동 -> 서울 양천구 목동 -> 서울 강서구 화곡동 -> 서울 구로구 구로동 -> 서울 양천구 신정동 -> Depot_Kintex -> 서울 양천구 목동_1 -> Depot_Gimpo_Airport,21858,15336,75336,0.7016195443315948
08:00 ~ 08:59,0,15,15,15 -> 8 -> 9 -> 17 -> 6 -> 7 -> 1 -> 2 -> 15,Depot_Gimpo_Airport -> 서울 강서구 등촌동 -> 서울 양천구 목동_1 -> Depot_Kintex -> 서울 양천구 신정동 -> 서울 구로구 구로동 -> 서울 강서구 화곡동 -> 서울 양천구 목동 -> Depot_Gimpo_Airport,19696,16785,76785,0.8522034930950447
09:00 ~ 09:59,0,15,15,15 -> 8 -> 2 -> 9 -> 17 -> 6 -> 7 -> 1 -> 18 -> 13 -> 12 -> 3 -> 15,Depot_Gimpo_Airport -> 서울 강서구 등촌동 -> 서울 양천구 목동 -> 서울 양천구 목동_1 -> Depot_Kintex -> 서울 양천구 신정동 -> 서울 구로구 구로동 -> 서울 강서구 화곡동 -> Depot_Gwang_Myeong -> 인천 계양구 계산동 -> 경기 부천시 중동 -> 경기 부천시 오정동 -> Depot_Gimpo_Airport,44479,33453,73453,0.7521077362350772
10:00 ~ 10:59,0,15,15,15 -> 2 -> 1 -> 7 -> 6 -> 17 -> 9 -> 8 -> 15,Depot_Gimpo_Airport -> 서울 양천구 목동 -> 서울 강서구 화곡동 -> 서울 구로구 구로동 -> 서울 양천구 신정동 -> Depot_Kintex -> 서울 양천구 목동_1 -> 서울 강서구 등촌동 -> Depot_Gimpo_Airport,19696,16112,76112,0.818034118602762
11:00 ~ 11:59,0,15,15,15 -> 8 -> 2 -> 9 -> 17 -> 6 -> 7 -> 1 -> 18 -> 13 -> 12 -> 3 -> 15,Depot_Gimpo_Airport -> 서울 강서구 등촌동 -> 서울 양천구 목동 -> 서울 양천구 목동_1 -> Depot_Kintex -> 서울 양천구 신정동 -> 서울 구로구 구로동 -> 서울 강서구 화곡동 -> Depot_Gwang_Myeong -> 인천 계양구 계산동 -> 경기 부천시 중동 -> 경기 부천시 오정동 -> Depot_Gimpo_Airport,44479,30733,70733,0.6909552822680366
12:00 ~ 12:59,0,15,15,15 -> 8 -> 2 -> 9 -> 17 -> 6 -> 7 -> 1 -> 18 -> 13 -> 12 -> 3 -> 15,Depot_Gimpo_Airport -> 서울 강서구 등촌동 -> 서울 양천구 목동 -> 서울 양천구 목동_1 -> Depot_Kintex -> 서울 양천구 신정동 -> 서울 구로구 구로동 -> 서울 강서구 화곡동 -> Depot_Gwang_Myeong -> 인천 계양구 계산동 -> 경기 부천시 중동 -> 경기 부천시 오정동 -> Depot_Gimpo_Airport,44479,32935,72935,0.7404617909575305
