time,vehicle_id,start_node,end_node,route_nodes,route_names,real_distance,cost,objectives
00:00 ~ 00:59,0,17,17,17 -> 17,Depot_Kintex -> Depot_Kintex,0,0,100216
00:00 ~ 00:59,1,17,17,17 -> 6 -> 7 -> 1 -> 2 -> 3 -> 13 -> 12 -> 18 -> 11 -> 16 -> 5 -> 0 -> 10 -> 14 -> 19 -> 15 -> 8 -> 9 -> 17,Depot_Kintex -> 서울 양천구 신정동 -> 서울 구로구 구로동 -> 서울 강서구 화곡동 -> 서울 양천구 목동 -> 경기 부천시 오정동 -> 인천 계양구 계산동 -> 경기 부천시 중동 -> Depot_Gwang_Myeong -> 경기 안양시 만안구 안양동 -> Depot_Beom_Gye -> 경기 안양시 동안구 평촌동 -> 경기 성남시 분당구 서현동 -> 경기 성남시 분당구 야탑동 -> Depot_Bundang_Townhall -> Depot_Incheon_Airport -> Depot_Gimpo_Airport -> 서울 강서구 등촌동 -> 서울 양천구 목동_1 -> Depot_Kintex,173819,92216,100216
01:00 ~ 01:59,0,17,17,17 -> 17,Depot_Kintex -> Depot_Kintex,0,0,100989
01:00 ~ 01:59,1,17,17,17 -> 6 -> 7 -> 1 -> 2 -> 3 -> 13 -> 12 -> 18 -> 11 -> 16 -> 5 -> 0 -> 10 -> 14 -> 19 -> 15 -> 8 -> 9 -> 17,Depot_Kintex -> 서울 양천구 신정동 -> 서울 구로구 구로동 -> 서울 강서구 화곡동 -> 서울 양천구 목동 -> 경기 부천시 오정동 -> 인천 계양구 계산동 -> 경기 부천시 중동 -> Depot_Gwang_Myeong -> 경기 안양시 만안구 안양동 -> Depot_Beom_Gye -> 경기 안양시 동안구 평촌동 -> 경기 성남시 분당구 서현동 -> 경기 성남시 분당구 야탑동 -> Depot_Bundang_Townhall -> Depot_Incheon_Airport -> Depot_Gimpo_Airport -> 서울 강서구 등촌동 -> 서울 양천구 목동_1 -> Depot_Kintex,173819,92989,100989
02:00 ~ 02:59,0,17,17,17 -> 17,Depot_Kintex -> Depot_Kintex,0,0,101223
02:00 ~ 02:59,1,17,17,17 -> 6 -> 7 -> 1 -> 2 -> 3 -> 13 -> 12 -> 18 -> 11 -> 16 -> 5 -> 0 -> 10 -> 14 -> 19 -> 15 -> 8 -> 9 -> 17,Depot_Kintex -> 서울 양천구 신정동 -> 서울 구로구 구로동 -> 서울 강서구 화곡동 -> 서울 양천구 목동 -> 경기 부천시 오정동 -> 인천 계양구 계산동 -> 경기 부천시 중동 -> Depot_Gwang_Myeong -> 경기 안양시 만안구 안양동 -> Depot_Beom_Gye -> 경기 안양시 동안구 평촌동 -> 경기 성남시 분당구 서현동 -> 경기 성남시 분당구 야탑동 -> Depot_Bundang_Townhall -> Depot_Incheon_Airport -> Depot_Gimpo_Airport -> 서울 강서구 등촌동 -> 서울 양천구 목동_1 -> Depot_Kintex,173819,93223,101223
03:00 ~ 03:59,0,17,17,17 -> 17,Depot_Kintex -> Depot_Kintex,0,0,101015
03:00 ~ 03:59,1,17,17,17 -> 6 -> 7 -> 1 -> 2 -> 3 -> 13 -> 12 -> 18 -> 11 -> 16 -> 5 -> 0 -> 10 -> 14 -> 19 -> 15 -> 8 -> 9 -> 17,Depot_Kintex -> 서울 양천구 신정동 -> 서울 구로구 구로동 -> 서울 강서구 화곡동 -> 서울 양천구 목동 -> 경기 부천시 오정동 -> 인천 계양구 계산동 -> 경기 부천시 중동 -> Depot_Gwang_Myeong -> 경기 안양시 만안구 안양동 -> Depot_Beom_Gye -> 경기 안양시 동안구 평촌동 -> 경기 성남시 분당구 서현동 -> 경기 성남시 분당구 야탑동 -> Depot_Bundang_Townhall -> Depot_Incheon_Airport -> Depot_Gimpo_Airport -> 서울 강서구 등촌동 -> 서울 양천구 목동_1 -> Depot_Kintex,173819,93015,101015
04:00 ~ 04:59,0,17,17,17 -> 17,Depot_Kintex -> Depot_Kintex,0,0,93906
04:00 ~ 04:59,1,17,17,17 -> 6 -> 7 -> 1 -> 18 -> 11 -> 16 -> 5 -> 0 -> 10 -> 14 -> 19 -> 15 -> 8 -> 3 -> 13 -> 12 -> 2 -> 9 -> 17,Depot_Kintex -> 서울 양천구 신정동 -> 서울 구로구 구로동 -> 서울 강서구 화곡동 -> Depot_Gwang_Myeong -> 경기 안양시 만안구 안양동 -> Depot_Beom_Gye -> 경기 안양시 동안구 평촌동 -> 경기 성남시 분당구 서현동 -> 경기 성남시 분당구 야탑동 -> Depot_Bundang_Townhall -> Depot_Incheon_Airport -> Depot_Gimpo_Airport -> 서울 강서구 등촌동 -> 경기 부천시 오정동 -> 인천 계양구 계산동 -> 경기 부천시 중동 -> 서울 양천구 목동 -> 서울 양천구 목동_1 -> Depot_Kintex,169859,85906,93906
05:00 ~ 05:59,0,17,17,17 -> 17,Depot_Kintex -> Depot_Kintex,0,0,99133
05:00 ~ 05:59,1,17,17,17 -> 6 -> 7 -> 1 -> 2 -> 3 -> 13 -> 12 -> 18 -> 11 -> 16 -> 5 -> 0 -> 10 -> 14 -> 19 -> 15 -> 8 -> 9 -> 17,Depot_Kintex -> 서울 양천구 신정동 -> 서울 구로구 구로동 -> 서울 강서구 화곡동 -> 서울 양천구 목동 -> 경기 부천시 오정동 -> 인천 계양구 계산동 -> 경기 부천시 중동 -> Depot_Gwang_Myeong -> 경기 안양시 만안구 안양동 -> Depot_Beom_Gye -> 경기 안양시 동안구 평촌동 -> 경기 성남시 분당구 서현동 -> 경기 성남시 분당구 야탑동 -> Depot_Bundang_Townhall -> Depot_Incheon_Airport -> Depot_Gimpo_Airport -> 서울 강서구 등촌동 -> 서울 양천구 목동_1 -> Depot_Kintex,173819,91133,99133
06:00 ~ 06:59,0,17,17,17 -> 17,Depot_Kintex -> Depot_Kintex,0,0,100418
06:00 ~ 06:59,1,17,17,17 -> 6 -> 7 -> 1 -> 2 -> 3 -> 13 -> 12 -> 18 -> 11 -> 16 -> 5 -> 0 -> 10 -> 14 -> 19 -> 15 -> 8 -> 9 -> 17,Depot_Kintex -> 서울 양천구 신정동 -> 서울 구로구 구로동 -> 서울 강서구 화곡동 -> 서울 양천구 목동 -> 경기 부천시 오정동 -> 인천 계양구 계산동 -> 경기 부천시 중동 -> Depot_Gwang_Myeong -> 경기 안양시 만안구 안양동 -> Depot_Beom_Gye -> 경기 안양시 동안구 평촌동 -> 경기 성남시 분당구 서현동 -> 경기 성남시 분당구 야탑동 -> Depot_Bundang_Townhall -> Depot_Incheon_Airport -> Depot_Gimpo_Airport -> 서울 강서구 등촌동 -> 서울 양천구 목동_1 -> Depot_Kintex,173819,92418,100418
07:00 ~ 07:59,0,17,17,17 -> 17,Depot_Kintex -> Depot_Kintex,0,0,94704
07:00 ~ 07:59,1,17,17,17 -> 6 -> 7 -> 1 -> 18 -> 11 -> 16 -> 5 -> 0 -> 10 -> 14 -> 19 -> 15 -> 3 -> 13 -> 12 -> 2 -> 8 -> 9 -> 17,Depot_Kintex -> 서울 양천구 신정동 -> 서울 구로구 구로동 -> 서울 강서구 화곡동 -> Depot_Gwang_Myeong -> 경기 안양시 만안구 안양동 -> Depot_Beom_Gye -> 경기 안양시 동안구 평촌동 -> 경기 성남시 분당구 서현동 -> 경기 성남시 분당구 야탑동 -> Depot_Bundang_Townhall -> Depot_Incheon_Airport -> Depot_Gimpo_Airport -> 경기 부천시 오정동 -> 인천 계양구 계산동 -> 경기 부천시 중동 -> 서울 양천구 목동 -> 서울 강서구 등촌동 -> 서울 양천구 목동_1 -> Depot_Kintex,169739,86704,94704
08:00 ~ 08:59,0,17,17,17 -> 17,Depot_Kintex -> Depot_Kintex,0,0,92508
08:00 ~ 08:59,1,17,17,17 -> 6 -> 7 -> 1 -> 18 -> 11 -> 16 -> 5 -> 0 -> 10 -> 14 -> 19 -> 13 -> 12 -> 3 -> 15 -> 8 -> 2 -> 9 -> 17,Depot_Kintex -> 서울 양천구 신정동 -> 서울 구로구 구로동 -> 서울 강서구 화곡동 -> Depot_Gwang_Myeong -> 경기 안양시 만안구 안양동 -> Depot_Beom_Gye -> 경기 안양시 동안구 평촌동 -> 경기 성남시 분당구 서현동 -> 경기 성남시 분당구 야탑동 -> Depot_Bundang_Townhall -> Depot_Incheon_Airport -> 인천 계양구 계산동 -> 경기 부천시 중동 -> 경기 부천시 오정동 -> Depot_Gimpo_Airport -> 서울 강서구 등촌동 -> 서울 양천구 목동 -> 서울 양천구 목동_1 -> Depot_Kintex,154132,84508,92508
09:00 ~ 09:59,0,17,17,17 -> 17,Depot_Kintex -> Depot_Kintex,0,0,89130
09:00 ~ 09:59,1,17,17,17 -> 6 -> 7 -> 1 -> 18 -> 11 -> 16 -> 5 -> 0 -> 10 -> 14 -> 19 -> 13 -> 12 -> 3 -> 15 -> 8 -> 2 -> 9 -> 17,Depot_Kintex -> 서울 양천구 신정동 -> 서울 구로구 구로동 -> 서울 강서구 화곡동 -> Depot_Gwang_Myeong -> 경기 안양시 만안구 안양동 -> Depot_Beom_Gye -> 경기 안양시 동안구 평촌동 -> 경기 성남시 분당구 서현동 -> 경기 성남시 분당구 야탑동 -> Depot_Bundang_Townhall -> Depot_Incheon_Airport -> 인천 계양구 계산동 -> 경기 부천시 중동 -> 경기 부천시 오정동 -> Depot_Gimpo_Airport -> 서울 강서구 등촌동 -> 서울 양천구 목동 -> 서울 양천구 목동_1 -> Depot_Kintex,154132,81130,89130
10:00 ~ 10:59,0,17,17,17 -> 17,Depot_Kintex -> Depot_Kintex,0,0,95665
10:00 ~ 10:59,1,17,17,17 -> 6 -> 7 -> 1 -> 18 -> 11 -> 16 -> 5 -> 0 -> 10 -> 14 -> 19 -> 15 -> 3 -> 13 -> 12 -> 2 -> 8 -> 9 -> 17,Depot_Kintex -> 서울 양천구 신정동 -> 서울 구로구 구로동 -> 서울 강서구 화곡동 -> Depot_Gwang_Myeong -> 경기 안양시 만안구 안양동 -> Depot_Beom_Gye -> 경기 안양시 동안구 평촌동 -> 경기 성남시 분당구 서현동 -> 경기 성남시 분당구 야탑동 -> Depot_Bundang_Townhall -> Depot_Incheon_Airport -> Depot_Gimpo_Airport -> 경기 부천시 오정동 -> 인천 계양구 계산동 -> 경기 부천시 중동 -> 서울 양천구 목동 -> 서울 강서구 등촌동 -> 서울 양천구 목동_1 -> Depot_Kintex,169739,87665,95665
11:00 ~ 11:59,0,17,17,17 -> 17,Depot_Kintex -> Depot_Kintex,0,0,85543
11:00 ~ 11:59,1,17,17,17 -> 6 -> 7 -> 1 -> 18 -> 11 -> 16 -> 5 -> 0 -> 10 -> 14 -> 19 -> 13 -> 12 -> 3 -> 15 -> 8 -> 2 -> 9 -> 17,Depot_Kintex -> 서울 양천구 신정동 -> 서울 구로구 구로동 -> 서울 강서구 화곡동 -> Depot_Gwang_Myeong -> 경기 안양시 만안구 안양동 -> Depot_Beom_Gye -> 경기 안양시 동안구 평촌동 -> 경기 성남시 분당구 서현동 -> 경기 성남시 분당구 야탑동 -> Depot_Bundang_Townhall -> Depot_Incheon_Airport -> 인천 계양구 계산동 -> 경기 부천시 중동 -> 경기 부천시 오정동 -> Depot_Gimpo_Airport -> 서울 강서구 등촌동 -> 서울 양천구 목동 -> 서울 양천구 목동_1 -> Depot_Kintex,154132,77543,85543
12:00 ~ 12:59,0,17,17,17 -> 17,Depot_Kintex -> Depot_Kintex,0,0,88088
12:00 ~ 12:59,1,17,17,17 -> 6 -> 7 -> 1 -> 18 -> 11 -> 16 -> 5 -> 10 -> 0 -> 14 -> 19 -> 13 -> 12 -> 3 -> 15 -> 8 -> 2 -> 9 -> 17,Depot_Kintex -> 서울 양천구 신정동 -> 서울 구로구 구로동 -> 서울 강서구 화곡동 -> Depot_Gwang_Myeong -> 경기 안양시 만안구 안양동 -> Depot_Beom_Gye -> 경기 안양시 동안구 평촌동 -> 경기 성남시 분당구 야탑동 -> 경기 성남시 분당구 서현동 -> Depot_Bundang_Townhall -> Depot_Incheon_Airport -> 인천 계양구 계산동 -> 경기 부천시 중동 -> 경기 부천시 오정동 -> Depot_Gimpo_Airport -> 서울 강서구 등촌동 -> 서울 양천구 목동 -> 서울 양천구 목동_1 -> Depot_Kintex,154728,80088,88088
13:00 ~ 13:59,0,17,17,17 -> 17,Depot_Kintex -> Depot_Kintex,0,0,87352
13:00 ~ 13:59,1,17,17,17 -> 6 -> 7 -> 1 -> 18 -> 11 -> 16 -> 5 -> 10 -> 0 -> 14 -> 19 -> 13 -> 12 -> 3 -> 15 -> 8 -> 2 -> 9 -> 17,Depot_Kintex -> 서울 양천구 신정동 -> 서울 구로구 구로동 -> 서울 강서구 화곡동 -> Depot_Gwang_Myeong -> 경기 안양시 만안구 안양동 -> Depot_Beom_Gye -> 경기 안양시 동안구 평촌동 -> 경기 성남시 분당구 야탑동 -> 경기 성남시 분당구 서현동 -> Depot_Bundang_Townhall -> Depot_Incheon_Airport -> 인천 계양구 계산동 -> 경기 부천시 중동 -> 경기 부천시 오정동 -> Depot_Gimpo_Airport -> 서울 강서구 등촌동 -> 서울 양천구 목동 -> 서울 양천구 목동_1 -> Depot_Kintex,154728,79352,87352
14:00 ~ 14:59,0,17,17,17 -> 17,Depot_Kintex -> Depot_Kintex,0,0,87828
14:00 ~ 14:59,1,17,17,17 -> 6 -> 7 -> 1 -> 18 -> 11 -> 16 -> 5 -> 0 -> 10 -> 14 -> 19 -> 13 -> 12 -> 3 -> 15 -> 8 -> 2 -> 9 -> 17,Depot_Kintex -> 서울 양천구 신정동 -> 서울 구로구 구로동 -> 서울 강서구 화곡동 -> Depot_Gwang_Myeong -> 경기 안양시 만안구 안양동 -> Depot_Beom_Gye -> 경기 안양시 동안구 평촌동 -> 경기 성남시 분당구 서현동 -> 경기 성남시 분당구 야탑동 -> Depot_Bundang_Townhall -> Depot_Incheon_Airport -> 인천 계양구 계산동 -> 경기 부천시 중동 -> 경기 부천시 오정동 -> Depot_Gimpo_Airport -> 서울 강서구 등촌동 -> 서울 양천구 목동 -> 서울 양천구 목동_1 -> Depot_Kintex,154132,79828,87828
15:00 ~ 15:59,0,17,17,17 -> 17,Depot_Kintex -> Depot_Kintex,0,0,88435
15:00 ~ 15:59,1,17,17,17 -> 7 -> 1 -> 18 -> 11 -> 16 -> 5 -> 10 -> 0 -> 14 -> 19 -> 13 -> 12 -> 3 -> 15 -> 8 -> 2 -> 9 -> 6 -> 17,Depot_Kintex -> 서울 구로구 구로동 -> 서울 강서구 화곡동 -> Depot_Gwang_Myeong -> 경기 안양시 만안구 안양동 -> Depot_Beom_Gye -> 경기 안양시 동안구 평촌동 -> 경기 성남시 분당구 야탑동 -> 경기 성남시 분당구 서현동 -> Depot_Bundang_Townhall -> Depot_Incheon_Airport -> 인천 계양구 계산동 -> 경기 부천시 중동 -> 경기 부천시 오정동 -> Depot_Gimpo_Airport -> 서울 강서구 등촌동 -> 서울 양천구 목동 -> 서울 양천구 목동_1 -> 서울 양천구 신정동 -> Depot_Kintex,154914,80435,88435
16:00 ~ 16:59,0,17,17,17 -> 17,Depot_Kintex -> Depot_Kintex,0,0,100910
16:00 ~ 16:59,1,17,17,17 -> 6 -> 7 -> 1 -> 2 -> 3 -> 13 -> 12 -> 18 -> 11 -> 16 -> 5 -> 10 -> 0 -> 14 -> 19 -> 15 -> 8 -> 9 -> 17,Depot_Kintex -> 서울 양천구 신정동 -> 서울 구로구 구로동 -> 서울 강서구 화곡동 -> 서울 양천구 목동 -> 경기 부천시 오정동 -> 인천 계양구 계산동 -> 경기 부천시 중동 -> Depot_Gwang_Myeong -> 경기 안양시 만안구 안양동 -> Depot_Beom_Gye -> 경기 안양시 동안구 평촌동 -> 경기 성남시 분당구 야탑동 -> 경기 성남시 분당구 서현동 -> Depot_Bundang_Townhall -> Depot_Incheon_Airport -> Depot_Gimpo_Airport -> 서울 강서구 등촌동 -> 서울 양천구 목동_1 -> Depot_Kintex,174415,92910,100910
17:00 ~ 17:59,0,17,17,17 -> 17,Depot_Kintex -> Depot_Kintex,0,0,90283
17:00 ~ 17:59,1,17,17,17 -> 6 -> 7 -> 1 -> 18 -> 11 -> 16 -> 5 -> 0 -> 10 -> 14 -> 19 -> 13 -> 12 -> 3 -> 15 -> 8 -> 2 -> 9 -> 17,Depot_Kintex -> 서울 양천구 신정동 -> 서울 구로구 구로동 -> 서울 강서구 화곡동 -> Depot_Gwang_Myeong -> 경기 안양시 만안구 안양동 -> Depot_Beom_Gye -> 경기 안양시 동안구 평촌동 -> 경기 성남시 분당구 서현동 -> 경기 성남시 분당구 야탑동 -> Depot_Bundang_Townhall -> Depot_Incheon_Airport -> 인천 계양구 계산동 -> 경기 부천시 중동 -> 경기 부천시 오정동 -> Depot_Gimpo_Airport -> 서울 강서구 등촌동 -> 서울 양천구 목동 -> 서울 양천구 목동_1 -> Depot_Kintex,154132,82283,90283
18:00 ~ 18:59,0,17,17,17 -> 17,Depot_Kintex -> Depot_Kintex,0,0,90317
