time,vehicle_id,step,from_node,from_name,to_node,to_name,real_distance,cost,efficiency,total_real_distance,total_spent_time,objectives
00:00 ~ 00:59,0,0,17,Depot_Kintex,6,서울 양천구 신정동,97,94,0.9690721649484536,97,1,87353
00:00 ~ 00:59,0,1,6,서울 양천구 신정동,7,서울 구로구 구로동,950,933,0.9808978032473734,1047,11,87353
00:00 ~ 00:59,0,2,7,서울 구로구 구로동,1,서울 강서구 화곡동,1054,916,0.9247977153736316,2101,22,87353
00:00 ~ 00:59,0,3,1,서울 강서구 화곡동,18,Depot_Gwang_Myeong,3359,3396,0.9778388278388278,5460,59,87353
00:00 ~ 00:59,0,4,18,Depot_Gwang_Myeong,15,Depot_Gimpo_Airport,10204,3175,0.5435393258426966,15664,173,87353
00:00 ~ 00:59,0,5,15,Depot_Gimpo_Airport,8,서울 강서구 등촌동,3199,3120,0.6167629751365107,18863,208,87353
00:00 ~ 00:59,0,6,8,서울 강서구 등촌동,2,서울 양천구 목동,4732,4460,0.6820936639118458,23595,261,87353
00:00 ~ 00:59,0,7,2,서울 양천구 목동,9,서울 양천구 목동_1,3796,3838,0.7276842758570333,27391,303,87353
00:00 ~ 00:59,0,8,9,서울 양천구 목동_1,17,Depot_Kintex,1406,1421,0.7415008507830677,28797,318,87353
01:00 ~ 01:59,0,0,17,Depot_Kintex,6,서울 양천구 신정동,97,94,0.9690721649484536,97,1,87329
01:00 ~ 01:59,0,1,6,서울 양천구 신정동,7,서울 구로구 구로동,950,960,1.0066857688634192,1047,11,87329
01:00 ~ 01:59,0,2,7,서울 구로구 구로동,1,서울 강서구 화곡동,1054,1008,0.9814374107567825,2101,22,87329
01:00 ~ 01:59,0,3,1,서울 강서구 화곡동,18,Depot_Gwang_Myeong,3359,3396,0.9996336996336996,5460,59,87329
01:00 ~ 01:59,0,4,18,Depot_Gwang_Myeong,15,Depot_Gimpo_Airport,10204,3175,0.5511363636363636,15664,173,87329
01:00 ~ 01:59,0,5,15,Depot_Gimpo_Airport,8,서울 강서구 등촌동,3199,3112,0.6226475110003711,18863,208,87329
01:00 ~ 01:59,0,6,8,서울 강서구 등촌동,2,서울 양천구 목동,4732,4325,0.6810764992583175,23595,261,87329
01:00 ~ 01:59,0,7,2,서울 양천구 목동,9,서울 양천구 목동_1,3796,3838,0.7268080756452849,27391,303,87329
01:00 ~ 01:59,0,8,9,서울 양천구 목동_1,17,Depot_Kintex,1406,1421,0.7406674306351356,28797,318,87329
02:00 ~ 02:59,0,0,17,Depot_Kintex,9,서울 양천구 목동_1,1406,1421,1.0106685633001422,1406,15,88811
02:00 ~ 02:59,0,1,9,서울 양천구 목동_1,15,Depot_Gimpo_Airport,6491,2020,0.435735089274408,7897,88,88811
