time,vehicle_id,step,from_node,from_name,to_node,to_name,real_distance,cost,efficiency,total_real_distance,objectives
00:00 ~ 00:59,0,0,17,Depot_Kintex,17,Depot_Kintex,0,0,0.0,0,100216
00:00 ~ 00:59,1,0,17,Depot_Kintex,6,서울 양천구 신정동,97,93,0.9587628865979382,97,100216
00:00 ~ 00:59,1,1,6,서울 양천구 신정동,7,서울 구로구 구로동,950,923,0.9703915950334289,1047,100216
00:00 ~ 00:59,1,2,7,서울 구로구 구로동,1,서울 강서구 화곡동,1054,905,0.91432651118515,2101,100216
00:00 ~ 00:59,1,3,1,서울 강서구 화곡동,2,서울 양천구 목동,3929,3659,0.9253731343283582,6030,100216
00:00 ~ 00:59,1,4,2,서울 양천구 목동,3,경기 부천시 오정동,8518,8083,0.9391668957932362,14548,100216
00:00 ~ 00:59,1,5,3,경기 부천시 오정동,13,인천 계양구 계산동,4411,3752,0.9185611055435413,18959,100216
00:00 ~ 00:59,1,6,13,인천 계양구 계산동,12,경기 부천시 중동,3472,3127,0.9157861887566314,22431,100216
00:00 ~ 00:59,1,7,12,경기 부천시 중동,18,Depot_Gwang_Myeong,10190,10190,0.9420925170902179,32621,100216
00:00 ~ 00:59,1,8,18,Depot_Gwang_Myeong,11,경기 안양시 만안구 안양동,13694,13280,0.9502752887833316,46315,100216
00:00 ~ 00:59,1,9,11,경기 안양시 만안구 안양동,16,Depot_Beom_Gye,5143,5143,0.9552450542189747,51458,100216
00:00 ~ 00:59,1,10,16,Depot_Beom_Gye,5,경기 안양시 동안구 평촌동,1560,1517,0.9557508770606209,53018,100216
00:00 ~ 00:59,1,11,5,경기 안양시 동안구 평촌동,0,경기 성남시 분당구 서현동,12912,12556,0.9590171393902625,65930,100216
00:00 ~ 00:59,1,12,0,경기 성남시 분당구 서현동,10,경기 성남시 분당구 야탑동,1240,1148,0.9584040494268274,67170,100216
00:00 ~ 00:59,1,13,10,경기 성남시 분당구 야탑동,14,Depot_Bundang_Townhall,1683,1683,0.9594207950270867,68853,100216
00:00 ~ 00:59,1,14,14,Depot_Bundang_Townhall,19,Depot_Incheon_Airport,60723,6072,0.556669444958943,129576,100216
00:00 ~ 00:59,1,15,19,Depot_Incheon_Airport,15,Depot_Gimpo_Airport,34348,10304,0.5028854835167517,163924,100216
00:00 ~ 00:59,1,16,15,Depot_Gimpo_Airport,8,서울 강서구 등촌동,3199,3085,0.5117189136145235,167123,100216
00:00 ~ 00:59,1,17,8,서울 강서구 등촌동,9,서울 양천구 목동_1,5290,5290,0.526700422821945,172413,100216
00:00 ~ 00:59,1,18,9,서울 양천구 목동_1,17,Depot_Kintex,1406,1406,0.5305288834937493,173819,100216
01:00 ~ 01:59,0,0,17,Depot_Kintex,17,Depot_Kintex,0,0,0.0,0,100989
01:00 ~ 01:59,1,0,17,Depot_Kintex,6,서울 양천구 신정동,97,93,0.9587628865979382,97,100989
01:00 ~ 01:59,1,1,6,서울 양천구 신정동,7,서울 구로구 구로동,950,950,0.9961795606494747,1047,100989
01:00 ~ 01:59,1,2,7,서울 구로구 구로동,1,서울 강서구 화곡동,1054,997,0.9709662065683008,2101,100989
01:00 ~ 01:59,1,3,1,서울 강서구 화곡동,2,서울 양천구 목동,3929,3547,0.9265339966832504,6030,100989
01:00 ~ 01:59,1,4,2,서울 양천구 목동,3,경기 부천시 오정동,8518,8283,0.953395655760242,14548,100989
01:00 ~ 01:59,1,5,3,경기 부천시 오정동,13,인천 계양구 계산동,4411,3734,0.9285299857587426,18959,100989
01:00 ~ 01:59,1,6,13,인천 계양구 계산동,12,경기 부천시 중동,3472,3303,0.9320583121572823,22431,100989
01:00 ~ 01:59,1,7,12,경기 부천시 중동,18,Depot_Gwang_Myeong,10190,10190,0.9532816283988842,32621,100989
01:00 ~ 01:59,1,8,18,Depot_Gwang_Myeong,11,경기 안양시 만안구 안양동,13694,13694,0.9670948936629602,46315,100989
01:00 ~ 01:59,1,9,11,경기 안양시 만안구 안양동,16,Depot_Beom_Gye,5143,5143,0.9703836138209803,51458,100989
