time,vehicle_id,step,from_node,from_name,to_node,to_name,real_distance,cost,efficiency,total_real_distance,objectives
00:00 ~ 00:59,0,0,17,Depot_Kintex,6,서울 양천구 신정동,97,93,0.9587628865979382,97,66561
00:00 ~ 00:59,0,1,6,서울 양천구 신정동,1,서울 강서구 화곡동,1966,1688,0.8633058652447891,2063,66561
00:00 ~ 00:59,0,2,1,서울 강서구 화곡동,7,서울 구로구 구로동,1054,1025,0.9002245749117741,3117,66561
00:00 ~ 00:59,0,3,7,서울 구로구 구로동,9,서울 양천구 목동_1,2349,2349,0.9431028174167582,5466,66561
00:00 ~ 00:59,0,4,9,서울 양천구 목동_1,17,Depot_Kintex,1406,1406,0.9547438882421421,6872,66561
01:00 ~ 01:59,0,0,17,Depot_Kintex,6,서울 양천구 신정동,97,93,0.9587628865979382,97,64491
01:00 ~ 01:59,0,1,6,서울 양천구 신정동,7,서울 구로구 구로동,950,950,0.9961795606494747,1047,64491
01:00 ~ 01:59,0,2,7,서울 구로구 구로동,1,서울 강서구 화곡동,1054,997,0.9709662065683008,2101,64491
01:00 ~ 01:59,0,3,1,서울 강서구 화곡동,2,서울 양천구 목동,3929,3547,0.9265339966832504,6030,64491
01:00 ~ 01:59,0,4,2,서울 양천구 목동,15,Depot_Gimpo_Airport,3771,1131,0.685440261197837,9801,64491
01:00 ~ 01:59,0,5,15,Depot_Gimpo_Airport,8,서울 강서구 등촌동,3199,3077,0.7534615384615385,13000,64491
01:00 ~ 01:59,0,6,8,서울 강서구 등촌동,9,서울 양천구 목동_1,5290,5290,0.8247676325861126,18290,64491
01:00 ~ 01:59,0,7,9,서울 양천구 목동_1,17,Depot_Kintex,1406,1406,0.8372766043866775,19696,64491
02:00 ~ 02:59,0,0,17,Depot_Kintex,9,서울 양천구 목동_1,1406,1406,1.0,1406,64569
02:00 ~ 02:59,0,1,9,서울 양천구 목동_1,15,Depot_Gimpo_Airport,6491,1947,0.42459161706977333,7897,64569
02:00 ~ 02:59,0,2,15,Depot_Gimpo_Airport,8,서울 강서구 등촌동,3199,3102,0.5817411679884643,11096,64569
02:00 ~ 02:59,0,3,8,서울 강서구 등촌동,2,서울 양천구 목동,4732,4261,0.6770280515542078,15828,64569
02:00 ~ 02:59,0,4,2,서울 양천구 목동,1,서울 강서구 화곡동,3929,3789,0.734170167535557,19757,64569
02:00 ~ 02:59,0,5,1,서울 강서구 화곡동,7,서울 구로구 구로동,1054,1054,0.7476334630724136,20811,64569
02:00 ~ 02:59,0,6,7,서울 구로구 구로동,6,서울 양천구 신정동,950,913,0.7569505077891641,21761,64569
02:00 ~ 02:59,0,7,6,서울 양천구 신정동,17,Depot_Kintex,97,97,0.7580290968981609,21858,64569
03:00 ~ 03:59,0,0,17,Depot_Kintex,6,서울 양천구 신정동,97,90,0.9278350515463918,97,64404
03:00 ~ 03:59,0,1,6,서울 양천구 신정동,7,서울 구로구 구로동,950,950,0.9933142311365807,1047,64404
03:00 ~ 03:59,0,2,7,서울 구로구 구로동,1,서울 강서구 화곡동,1054,1011,0.9762018086625417,2101,64404
03:00 ~ 03:59,0,3,1,서울 강서구 화곡동,2,서울 양천구 목동,3929,3433,0.909452736318408,6030,64404
03:00 ~ 03:59,0,4,2,서울 양천구 목동,15,Depot_Gimpo_Airport,3771,1131,0.6749311294765841,9801,64404
03:00 ~ 03:59,0,5,15,Depot_Gimpo_Airport,8,서울 강서구 등촌동,3199,3093,0.7467692307692307,13000,64404
03:00 ~ 03:59,0,6,8,서울 강서구 등촌동,9,서울 양천구 목동_1,5290,5290,0.8200109349371241,18290,64404
03:00 ~ 03:59,0,7,9,서울 양천구 목동_1,17,Depot_Kintex,1406,1406,0.832859463850528,19696,64404
