time,vehicle_id,step,from_node,from_name,to_node,to_name,real_distance,cost,efficiency,total_real_distance,objectives
00:00 ~ 00:59,0,0,18,Depot_Gwang_Myeong,12,경기 부천시 중동,10190,9177,0.9005888125613346,10190,84266
00:00 ~ 00:59,0,1,12,경기 부천시 중동,13,인천 계양구 계산동,3472,2953,0.887864148733714,13662,84266
00:00 ~ 00:59,0,2,13,인천 계양구 계산동,3,경기 부천시 오정동,4411,4186,0.9027831571958169,18073,84266
00:00 ~ 00:59,0,3,3,경기 부천시 오정동,15,Depot_Gimpo_Airport,6589,1976,0.7417078906820209,24662,84266
00:00 ~ 00:59,0,4,15,Depot_Gimpo_Airport,8,서울 강서구 등촌동,3199,3085,0.7672732493449624,27861,84266
00:00 ~ 00:59,0,5,8,서울 강서구 등촌동,2,서울 양천구 목동,4732,4407,0.7910901113736079,32593,84266
00:00 ~ 00:59,0,6,2,서울 양천구 목동,9,서울 양천구 목동_1,3796,3796,0.8128830140976668,36389,84266
00:00 ~ 00:59,0,7,9,서울 양천구 목동_1,17,Depot_Kintex,1406,1406,0.8198438946950655,37795,84266
00:00 ~ 00:59,0,8,17,Depot_Kintex,6,서울 양천구 신정동,97,93,0.820199514409374,37892,84266
00:00 ~ 00:59,0,9,6,서울 양천구 신정동,7,서울 구로구 구로동,950,923,0.8239019617939344,38842,84266
00:00 ~ 00:59,0,10,7,서울 구로구 구로동,1,서울 강서구 화곡동,1054,905,0.8248195307800281,39896,84266
00:00 ~ 00:59,0,11,1,서울 강서구 화곡동,18,Depot_Gwang_Myeong,3359,3359,0.8384233036643163,43255,84266
01:00 ~ 01:59,0,0,18,Depot_Gwang_Myeong,15,Depot_Gimpo_Airport,10204,3061,0.29998039984319874,10204,87011
01:00 ~ 01:59,0,1,15,Depot_Gimpo_Airport,8,서울 강서구 등촌동,3199,3077,0.45795717376706707,13403,87011
01:00 ~ 01:59,0,2,8,서울 강서구 등촌동,2,서울 양천구 목동,4732,4272,0.5740281224152192,18135,87011
01:00 ~ 01:59,0,3,2,서울 양천구 목동,9,서울 양천구 목동_1,3796,3796,0.6477588801240254,21931,87011
01:00 ~ 01:59,0,4,9,서울 양천구 목동_1,17,Depot_Kintex,1406,1406,0.6689805887646227,23337,87011
01:00 ~ 01:59,0,5,17,Depot_Kintex,6,서울 양천구 신정동,97,93,0.6701800802253136,23434,87011
01:00 ~ 01:59,0,6,6,서울 양천구 신정동,7,서울 구로구 구로동,950,950,0.6830298556430446,24384,87011
01:00 ~ 01:59,0,7,7,서울 구로구 구로동,1,서울 강서구 화곡동,1054,997,0.6939224781822471,25438,87011
01:00 ~ 01:59,0,8,1,서울 강서구 화곡동,18,Depot_Gwang_Myeong,3359,3359,0.7296246136750356,28797,87011
02:00 ~ 02:59,0,0,18,Depot_Gwang_Myeong,15,Depot_Gimpo_Airport,10204,3061,0.29998039984319874,10204,87044
02:00 ~ 02:59,0,1,15,Depot_Gimpo_Airport,8,서울 강서구 등촌동,3199,3102,0.45982242781466837,13403,87044
02:00 ~ 02:59,0,2,8,서울 강서구 등촌동,2,서울 양천구 목동,4732,4261,0.5748001102839813,18135,87044
02:00 ~ 02:59,0,3,2,서울 양천구 목동,9,서울 양천구 목동_1,3796,3796,0.6483972459076194,21931,87044
02:00 ~ 02:59,0,4,9,서울 양천구 목동_1,17,Depot_Kintex,1406,1406,0.6695804944937224,23337,87044
02:00 ~ 02:59,0,5,17,Depot_Kintex,6,서울 양천구 신정동,97,93,0.6707775027737476,23434,87044
02:00 ~ 02:59,0,6,6,서울 양천구 신정동,7,서울 구로구 구로동,950,950,0.6836040026246719,24384,87044
02:00 ~ 02:59,0,7,7,서울 구로구 구로동,1,서울 강서구 화곡동,1054,1016,0.6952197499803444,25438,87044
02:00 ~ 02:59,0,8,1,서울 강서구 화곡동,18,Depot_Gwang_Myeong,3359,3359,0.7307705663784422,28797,87044
03:00 ~ 03:59,0,0,18,Depot_Gwang_Myeong,15,Depot_Gimpo_Airport,10204,3061,0.29998039984319874,10204,86901
03:00 ~ 03:59,0,1,15,Depot_Gimpo_Airport,8,서울 강서구 등촌동,3199,3093,0.4591509363575319,13403,86901
03:00 ~ 03:59,0,2,8,서울 강서구 등촌동,2,서울 양천구 목동,4732,4135,0.56735594154949,18135,86901
03:00 ~ 03:59,0,3,2,서울 양천구 목동,9,서울 양천구 목동_1,3796,3796,0.6422415758515344,21931,86901
03:00 ~ 03:59,0,4,9,서울 양천구 목동_1,17,Depot_Kintex,1406,1406,0.6637956892488324,23337,86901
03:00 ~ 03:59,0,5,17,Depot_Kintex,6,서울 양천구 신정동,97,90,0.6648886233677562,23434,86901
03:00 ~ 03:59,0,6,6,서울 양천구 신정동,7,서울 구로구 구로동,950,950,0.6779445538057742,24384,86901
03:00 ~ 03:59,0,7,7,서울 구로구 구로동,1,서울 강서구 화곡동,1054,1011,0.689598238855256,25438,86901
03:00 ~ 03:59,0,8,1,서울 강서구 화곡동,18,Depot_Gwang_Myeong,3359,3359,0.7258047713303469,28797,86901
04:00 ~ 04:59,0,0,18,Depot_Gwang_Myeong,2,서울 양천구 목동,6513,5065,0.7776754183939812,6513,83828
04:00 ~ 04:59,0,1,2,서울 양천구 목동,12,경기 부천시 중동,7076,6843,0.8762970049304585,13589,83828
04:00 ~ 04:59,0,2,12,경기 부천시 중동,13,인천 계양구 계산동,3472,2925,0.8694097649610222,17061,83828
04:00 ~ 04:59,0,3,13,인천 계양구 계산동,3,경기 부천시 오정동,4411,3982,0.8762574515648286,21472,83828
04:00 ~ 04:59,0,4,3,경기 부천시 오정동,15,Depot_Gimpo_Airport,6589,1976,0.7409215637361463,28061,83828
04:00 ~ 04:59,0,5,15,Depot_Gimpo_Airport,8,서울 강서구 등촌동,3199,2941,0.7591810620601408,31260,83828
04:00 ~ 04:59,0,6,8,서울 강서구 등촌동,9,서울 양천구 목동_1,5290,5290,0.7940355677154582,36550,83828
04:00 ~ 04:59,0,7,9,서울 양천구 목동_1,17,Depot_Kintex,1406,1406,0.801665085888924,37956,83828
04:00 ~ 04:59,0,8,17,Depot_Kintex,6,서울 양천구 신정동,97,93,0.8020655401676609,38053,83828
04:00 ~ 04:59,0,9,6,서울 양천구 신정동,7,서울 구로구 구로동,950,923,0.8061943953029255,39003,83828
04:00 ~ 04:59,0,10,7,서울 구로구 구로동,1,서울 강서구 화곡동,1054,1025,0.81056993783858,40057,83828
04:00 ~ 04:59,0,11,1,서울 강서구 화곡동,18,Depot_Gwang_Myeong,3359,3359,0.8252257232356734,43416,83828
05:00 ~ 05:59,0,0,18,Depot_Gwang_Myeong,15,Depot_Gimpo_Airport,10204,3061,0.29998039984319874,10204,86489
05:00 ~ 05:59,0,1,15,Depot_Gimpo_Airport,8,서울 강서구 등촌동,3199,3102,0.45982242781466837,13403,86489
05:00 ~ 05:59,0,2,8,서울 강서구 등촌동,2,서울 양천구 목동,4732,3754,0.5468431210366694,18135,86489
