time,vehicle_id,step,from_node,from_name,to_node,to_name,real_distance,cost,efficiency,total_real_distance,objectives
00:00 ~ 00:59,0,0,18,Depot_Gwang_Myeong,18,Depot_Gwang_Myeong,0,0,0.0,0,47500
01:00 ~ 01:59,0,0,18,Depot_Gwang_Myeong,15,Depot_Gimpo_Airport,10204,3061,0.29998039984319874,10204,47066
01:00 ~ 01:59,0,1,15,Depot_Gimpo_Airport,2,서울 양천구 목동,3771,3404,0.4626118067978533,13975,47066
01:00 ~ 01:59,0,2,2,서울 양천구 목동,9,서울 양천구 목동_1,3796,3796,0.5774013842777559,17771,47066
01:00 ~ 01:59,0,3,9,서울 양천구 목동_1,17,Depot_Kintex,1406,1406,0.6083850445846587,19177,47066
01:00 ~ 01:59,0,4,17,Depot_Kintex,6,서울 양천구 신정동,97,93,0.6101483864273114,19274,47066
01:00 ~ 01:59,0,5,6,서울 양천구 신정동,7,서울 구로구 구로동,950,950,0.6284612341772152,20224,47066
01:00 ~ 01:59,0,6,7,서울 구로구 구로동,1,서울 강서구 화곡동,1054,997,0.6441864836920763,21278,47066
01:00 ~ 01:59,0,7,1,서울 강서구 화곡동,18,Depot_Gwang_Myeong,3359,3359,0.6926979745910622,24637,47066
02:00 ~ 02:59,0,0,18,Depot_Gwang_Myeong,15,Depot_Gimpo_Airport,10204,3061,0.29998039984319874,10204,47077
02:00 ~ 02:59,0,1,15,Depot_Gimpo_Airport,2,서울 양천구 목동,3771,3396,0.46203935599284435,13975,47077
02:00 ~ 02:59,0,2,2,서울 양천구 목동,9,서울 양천구 목동_1,3796,3796,0.5769512126498227,17771,47077
02:00 ~ 02:59,0,3,9,서울 양천구 목동_1,17,Depot_Kintex,1406,1406,0.607967878187412,19177,47077
02:00 ~ 02:59,0,4,17,Depot_Kintex,6,서울 양천구 신정동,97,93,0.609733319497769,19274,47077
02:00 ~ 02:59,0,5,6,서울 양천구 신정동,7,서울 구로구 구로동,950,950,0.628065664556962,20224,47077
02:00 ~ 02:59,0,6,7,서울 구로구 구로동,1,서울 강서구 화곡동,1054,1016,0.6447034495723283,21278,47077
02:00 ~ 02:59,0,7,1,서울 강서구 화곡동,18,Depot_Gwang_Myeong,3359,3359,0.6931444575232374,24637,47077
03:00 ~ 03:59,0,0,18,Depot_Gwang_Myeong,15,Depot_Gimpo_Airport,10204,3061,0.29998039984319874,10204,46968
03:00 ~ 03:59,0,1,15,Depot_Gimpo_Airport,2,서울 양천구 목동,3771,3295,0.45481216457960644,13975,46968
03:00 ~ 03:59,0,2,2,서울 양천구 목동,9,서울 양천구 목동_1,3796,3796,0.5712677958471667,17771,46968
03:00 ~ 03:59,0,3,9,서울 양천구 목동_1,17,Depot_Kintex,1406,1406,0.6027011524221724,19177,46968
03:00 ~ 03:59,0,4,17,Depot_Kintex,6,서울 양천구 신정동,97,90,0.6043374494137179,19274,46968
03:00 ~ 03:59,0,5,6,서울 양천구 신정동,7,서울 구로구 구로동,950,950,0.6229232594936709,20224,46968
03:00 ~ 03:59,0,6,7,서울 구로구 구로동,1,서울 강서구 화곡동,1054,1011,0.639580787668014,21278,46968
03:00 ~ 03:59,0,7,1,서울 강서구 화곡동,18,Depot_Gwang_Myeong,3359,3359,0.6887202175589561,24637,46968
04:00 ~ 04:59,0,0,18,Depot_Gwang_Myeong,15,Depot_Gimpo_Airport,10204,3061,0.29998039984319874,10204,46596
04:00 ~ 04:59,0,1,15,Depot_Gimpo_Airport,2,서울 양천구 목동,3771,2933,0.4289087656529517,13975,46596
04:00 ~ 04:59,0,2,2,서울 양천구 목동,9,서울 양천구 목동_1,3796,3796,0.5508975296831917,17771,46596
04:00 ~ 04:59,0,3,9,서울 양천구 목동_1,17,Depot_Kintex,1406,1406,0.5838243729467592,19177,46596
04:00 ~ 04:59,0,4,17,Depot_Kintex,6,서울 양천구 신정동,97,93,0.5857113209505033,19274,46596
04:00 ~ 04:59,0,5,6,서울 양천구 신정동,7,서울 구로구 구로동,950,923,0.6038370253164557,20224,46596
04:00 ~ 04:59,0,6,7,서울 구로구 구로동,1,서울 강서구 화곡동,1054,1025,0.6220979415358586,21278,46596
04:00 ~ 04:59,0,7,1,서울 강서구 화곡동,18,Depot_Gwang_Myeong,3359,3359,0.6736209765799407,24637,46596
05:00 ~ 05:59,0,0,18,Depot_Gwang_Myeong,15,Depot_Gimpo_Airport,10204,3061,0.29998039984319874,10204,46625
05:00 ~ 05:59,0,1,15,Depot_Gimpo_Airport,2,서울 양천구 목동,3771,2992,0.43313059033989265,13975,46625
05:00 ~ 05:59,0,2,2,서울 양천구 목동,9,서울 양천구 목동_1,3796,3796,0.5542175454391987,17771,46625
05:00 ~ 05:59,0,3,9,서울 양천구 목동_1,17,Depot_Kintex,1406,1406,0.5869009751264536,19177,46625
05:00 ~ 05:59,0,4,17,Depot_Kintex,6,서울 양천구 신정동,97,93,0.5887724395558784,19274,46625
05:00 ~ 05:59,0,5,6,서울 양천구 신정동,7,서울 구로구 구로동,950,921,0.6066554588607594,20224,46625
05:00 ~ 05:59,0,6,7,서울 구로구 구로동,1,서울 강서구 화곡동,1054,997,0.6234608515837955,21278,46625
05:00 ~ 05:59,0,7,1,서울 강서구 화곡동,18,Depot_Gwang_Myeong,3359,3359,0.6747980679465844,24637,46625
06:00 ~ 06:59,0,0,18,Depot_Gwang_Myeong,15,Depot_Gimpo_Airport,10204,3061,0.29998039984319874,10204,47273
06:00 ~ 06:59,0,1,15,Depot_Gimpo_Airport,2,서울 양천구 목동,3771,3637,0.4792844364937388,13975,47273
06:00 ~ 06:59,0,2,2,서울 양천구 목동,9,서울 양천구 목동_1,3796,3796,0.5905126329413088,17771,47273
06:00 ~ 06:59,0,3,9,서울 양천구 목동_1,17,Depot_Kintex,1406,1406,0.6205350159044689,19177,47273
06:00 ~ 06:59,0,4,17,Depot_Kintex,6,서울 양천구 신정동,97,94,0.6222890941164263,19274,47273
06:00 ~ 06:59,0,5,6,서울 양천구 신정동,7,서울 구로구 구로동,950,918,0.6384493670886076,20224,47273
06:00 ~ 06:59,0,6,7,서울 구로구 구로동,1,서울 강서구 화곡동,1054,1002,0.6539148416204531,21278,47273
06:00 ~ 06:59,0,7,1,서울 강서구 화곡동,18,Depot_Gwang_Myeong,3359,3359,0.7010999715874497,24637,47273
07:00 ~ 07:59,0,0,18,Depot_Gwang_Myeong,18,Depot_Gwang_Myeong,0,0,0.0,0,47500
08:00 ~ 08:59,0,0,18,Depot_Gwang_Myeong,18,Depot_Gwang_Myeong,0,0,0.0,0,47500
09:00 ~ 09:59,0,0,18,Depot_Gwang_Myeong,15,Depot_Gimpo_Airport,10204,3061,0.29998039984319874,10204,47293
09:00 ~ 09:59,0,1,15,Depot_Gimpo_Airport,2,서울 양천구 목동,3771,3657,0.48071556350626116,13975,47293
09:00 ~ 09:59,0,2,2,서울 양천구 목동,9,서울 양천구 목동_1,3796,3796,0.5916380620111418,17771,47293
09:00 ~ 09:59,0,3,9,서울 양천구 목동_1,17,Depot_Kintex,1406,1406,0.6215779318975857,19177,47293
09:00 ~ 09:59,0,4,17,Depot_Kintex,6,서울 양천구 신정동,97,94,0.6233267614402822,19274,47293
09:00 ~ 09:59,0,5,6,서울 양천구 신정동,7,서울 구로구 구로동,950,918,0.6394382911392406,20224,47293
09:00 ~ 09:59,0,6,7,서울 구로구 구로동,1,서울 강서구 화곡동,1054,1002,0.6548547795845474,21278,47293
09:00 ~ 09:59,0,7,1,서울 강서구 화곡동,18,Depot_Gwang_Myeong,3359,3359,0.7019117587368592,24637,47293
10:00 ~ 10:59,0,0,18,Depot_Gwang_Myeong,18,Depot_Gwang_Myeong,0,0,0.0,0,47500
11:00 ~ 11:59,0,0,18,Depot_Gwang_Myeong,18,Depot_Gwang_Myeong,0,0,0.0,0,47500
12:00 ~ 12:59,0,0,18,Depot_Gwang_Myeong,18,Depot_Gwang_Myeong,0,0,0.0,0,47500
13:00 ~ 13:59,0,0,18,Depot_Gwang_Myeong,15,Depot_Gimpo_Airport,10204,3061,0.29998039984319874,10204,47306
13:00 ~ 13:59,0,1,15,Depot_Gimpo_Airport,2,서울 양천구 목동,3771,3657,0.48071556350626116,13975,47306
13:00 ~ 13:59,0,2,2,서울 양천구 목동,9,서울 양천구 목동_1,3796,3796,0.5916380620111418,17771,47306
13:00 ~ 13:59,0,3,9,서울 양천구 목동_1,17,Depot_Kintex,1406,1406,0.6215779318975857,19177,47306
13:00 ~ 13:59,0,4,17,Depot_Kintex,6,서울 양천구 신정동,97,88,0.6230154612431255,19274,47306
13:00 ~ 13:59,0,5,6,서울 양천구 신정동,7,서울 구로구 구로동,950,923,0.6393888449367089,20224,47306
13:00 ~ 13:59,0,6,7,서울 구로구 구로동,1,서울 강서구 화곡동,1054,1016,0.6554657392612088,21278,47306
13:00 ~ 13:59,0,7,1,서울 강서구 화곡동,18,Depot_Gwang_Myeong,3359,3359,0.7024394203839753,24637,47306
14:00 ~ 14:59,0,0,18,Depot_Gwang_Myeong,18,Depot_Gwang_Myeong,0,0,0.0,0,47500
15:00 ~ 15:59,0,0,18,Depot_Gwang_Myeong,15,Depot_Gimpo_Airport,10204,3061,0.29998039984319874,10204,47250
15:00 ~ 15:59,0,1,15,Depot_Gimpo_Airport,2,서울 양천구 목동,3771,3617,0.47785330948121646,13975,47250
15:00 ~ 15:59,0,2,2,서울 양천구 목동,9,서울 양천구 목동_1,3796,3796,0.589387203871476,17771,47250
15:00 ~ 15:59,0,3,9,서울 양천구 목동_1,6,서울 양천구 신정동,1498,1289,0.6104624007473144,19269,47250
15:00 ~ 15:59,0,4,6,서울 양천구 신정동,17,Depot_Kintex,97,97,0.6124135082102654,19366,47250
15:00 ~ 15:59,0,5,17,Depot_Kintex,7,서울 구로구 구로동,1044,1006,0.6303772660460558,20410,47250
15:00 ~ 15:59,0,6,7,서울 구로구 구로동,1,서울 강서구 화곡동,1054,1025,0.647176667909057,21464,47250
15:00 ~ 15:59,0,7,1,서울 강서구 화곡동,18,Depot_Gwang_Myeong,3359,3359,0.6949200338395842,24823,47250
16:00 ~ 16:59,0,0,18,Depot_Gwang_Myeong,15,Depot_Gimpo_Airport,10204,3061,0.29998039984319874,10204,47323
16:00 ~ 16:59,0,1,15,Depot_Gimpo_Airport,2,서울 양천구 목동,3771,3667,0.4814311270125224,13975,47323
16:00 ~ 16:59,0,2,2,서울 양천구 목동,9,서울 양천구 목동_1,3796,3796,0.5922007765460582,17771,47323
16:00 ~ 16:59,0,3,9,서울 양천구 목동_1,17,Depot_Kintex,1406,1406,0.622099389894144,19177,47323
16:00 ~ 16:59,0,4,17,Depot_Kintex,6,서울 양천구 신정동,97,94,0.6238455951022103,19274,47323
16:00 ~ 16:59,0,5,6,서울 양천구 신정동,7,서울 구로구 구로동,950,918,0.639932753164557,20224,47323
16:00 ~ 16:59,0,6,7,서울 구로구 구로동,1,서울 강서구 화곡동,1054,1022,0.6562646865306889,21278,47323
16:00 ~ 16:59,0,7,1,서울 강서구 화곡동,18,Depot_Gwang_Myeong,3359,3359,0.7031294394609733,24637,47323
17:00 ~ 17:59,0,0,18,Depot_Gwang_Myeong,18,Depot_Gwang_Myeong,0,0,0.0,0,47500
18:00 ~ 18:59,0,0,18,Depot_Gwang_Myeong,18,Depot_Gwang_Myeong,0,0,0.0,0,47500
19:00 ~ 19:59,0,0,18,Depot_Gwang_Myeong,15,Depot_Gimpo_Airport,10204,3061,0.29998039984319874,10204,47282
19:00 ~ 19:59,0,1,15,Depot_Gimpo_Airport,2,서울 양천구 목동,3771,3657,0.48071556350626116,13975,47282
19:00 ~ 19:59,0,2,2,서울 양천구 목동,9,서울 양천구 목동_1,3796,3796,0.5916380620111418,17771,47282
19:00 ~ 19:59,0,3,9,서울 양천구 목동_1,17,Depot_Kintex,1406,1406,0.6215779318975857,19177,47282
19:00 ~ 19:59,0,4,17,Depot_Kintex,6,서울 양천구 신정동,97,88,0.6230154612431255,19274,47282
19:00 ~ 19:59,0,5,6,서울 양천구 신정동,7,서울 구로구 구로동,950,921,0.6392899525316456,20224,47282
19:00 ~ 19:59,0,6,7,서울 구로구 구로동,1,서울 강서구 화곡동,1054,994,0.6543378137042956,21278,47282
19:00 ~ 19:59,0,7,1,서울 강서구 화곡동,18,Depot_Gwang_Myeong,3359,3359,0.701465275804684,24637,47282
20:00 ~ 20:59,0,0,18,Depot_Gwang_Myeong,15,Depot_Gimpo_Airport,10204,3061,0.29998039984319874,10204,46515
20:00 ~ 20:59,0,1,15,Depot_Gimpo_Airport,2,서울 양천구 목동,3771,2888,0.4256887298747764,13975,46515
20:00 ~ 20:59,0,2,2,서울 양천구 목동,9,서울 양천구 목동_1,3796,3796,0.5483653142760677,17771,46515
20:00 ~ 20:59,0,3,9,서울 양천구 목동_1,17,Depot_Kintex,1406,1406,0.5814778119622465,19177,46515
20:00 ~ 20:59,0,4,17,Depot_Kintex,6,서울 양천구 신정동,97,85,0.582961502542285,19274,46515
20:00 ~ 20:59,0,5,6,서울 양천구 신정동,7,서울 구로구 구로동,950,923,0.6012163765822784,20224,46515
