time,vehicle_id,step,from_node,from_name,to_node,to_name,real_distance,cost,efficiency,total_real_distance,objectives
00:00 ~ 00:59,0,0,18,Depot_Gwang_Myeong,1,서울 강서구 화곡동,3359,2885,0.858886573384936,3359,61975
00:00 ~ 00:59,0,1,1,서울 강서구 화곡동,6,서울 양천구 신정동,1966,1896,0.8978403755868545,5325,61975
00:00 ~ 00:59,0,2,6,서울 양천구 신정동,17,Depot_Kintex,97,97,0.8996680191811139,5422,61975
00:00 ~ 00:59,0,3,17,Depot_Kintex,9,서울 양천구 목동_1,1406,1406,0.9203280609256005,6828,61975
00:00 ~ 00:59,0,4,9,서울 양천구 목동_1,7,서울 구로구 구로동,2349,2284,0.9336384439359268,9177,61975
00:00 ~ 00:59,0,5,7,서울 구로구 구로동,18,Depot_Gwang_Myeong,4407,4407,0.9551678445229682,13584,61975
01:00 ~ 01:59,0,0,18,Depot_Gwang_Myeong,15,Depot_Gimpo_Airport,10204,3061,0.29998039984319874,10204,59066
01:00 ~ 01:59,0,1,15,Depot_Gimpo_Airport,2,서울 양천구 목동,3771,3404,0.4626118067978533,13975,59066
01:00 ~ 01:59,0,2,2,서울 양천구 목동,9,서울 양천구 목동_1,3796,3796,0.5774013842777559,17771,59066
01:00 ~ 01:59,0,3,9,서울 양천구 목동_1,17,Depot_Kintex,1406,1406,0.6083850445846587,19177,59066
01:00 ~ 01:59,0,4,17,Depot_Kintex,6,서울 양천구 신정동,97,93,0.6101483864273114,19274,59066
01:00 ~ 01:59,0,5,6,서울 양천구 신정동,7,서울 구로구 구로동,950,950,0.6284612341772152,20224,59066
01:00 ~ 01:59,0,6,7,서울 구로구 구로동,1,서울 강서구 화곡동,1054,997,0.6441864836920763,21278,59066
01:00 ~ 01:59,0,7,1,서울 강서구 화곡동,18,Depot_Gwang_Myeong,3359,3359,0.6926979745910622,24637,59066
02:00 ~ 02:59,0,0,18,Depot_Gwang_Myeong,15,Depot_Gimpo_Airport,10204,3061,0.29998039984319874,10204,59077
02:00 ~ 02:59,0,1,15,Depot_Gimpo_Airport,2,서울 양천구 목동,3771,3396,0.46203935599284435,13975,59077
02:00 ~ 02:59,0,2,2,서울 양천구 목동,9,서울 양천구 목동_1,3796,3796,0.5769512126498227,17771,59077
02:00 ~ 02:59,0,3,9,서울 양천구 목동_1,17,Depot_Kintex,1406,1406,0.607967878187412,19177,59077
02:00 ~ 02:59,0,4,17,Depot_Kintex,6,서울 양천구 신정동,97,93,0.609733319497769,19274,59077
02:00 ~ 02:59,0,5,6,서울 양천구 신정동,7,서울 구로구 구로동,950,950,0.628065664556962,20224,59077
02:00 ~ 02:59,0,6,7,서울 구로구 구로동,1,서울 강서구 화곡동,1054,1016,0.6447034495723283,21278,59077
