time,vehicle_id,start_node,end_node,route_nodes,route_names,real_distance,cost,total_real_distance,objectives
11:00 ~ 11:59,0,25,25,25 -> 19 -> 13 -> 12 -> 3 -> 21 -> 15 -> 8 -> 2 -> 9 -> 17 -> 23 -> 6 -> 7 -> 1 -> 18 -> 24 -> 16 -> 22 -> 5 -> 14 -> 20 -> 10 -> 0 -> 25,Depot_Incheon_Airport -> Incheon_Airport -> 인천 계양구 계산동 -> 경기 부천시 중동 -> 경기 부천시 오정동 -> Depot_Gimpo_Airport -> Gimpo_Airport -> 서울 강서구 등촌동 -> 서울 양천구 목동 -> 서울 양천구 목동_1 -> Kintex -> Depot_Kintex -> 서울 양천구 신정동 -> 서울 구로구 구로동 -> 서울 강서구 화곡동 -> Gwang_Myeong -> Depot_Gwang_Myeong -> Beom_Gye -> Depot_Beom_Gye -> 경기 안양시 동안구 평촌동 -> Bundang_Townhall -> Depot_Bundang_Townhall -> 경기 성남시 분당구 야탑동 -> 경기 성남시 분당구 서현동 -> Depot_Incheon_Airport,146924,68539,60282,78539
12:00 ~ 12:59,0,25,25,25 -> 19 -> 13 -> 12 -> 3 -> 21 -> 15 -> 8 -> 2 -> 9 -> 17 -> 23 -> 6 -> 7 -> 1 -> 18 -> 24 -> 16 -> 22 -> 5 -> 14 -> 20 -> 10 -> 0 -> 25,Depot_Incheon_Airport -> Incheon_Airport -> 인천 계양구 계산동 -> 경기 부천시 중동 -> 경기 부천시 오정동 -> Depot_Gimpo_Airport -> Gimpo_Airport -> 서울 강서구 등촌동 -> 서울 양천구 목동 -> 서울 양천구 목동_1 -> Kintex -> Depot_Kintex -> 서울 양천구 신정동 -> 서울 구로구 구로동 -> 서울 강서구 화곡동 -> Gwang_Myeong -> Depot_Gwang_Myeong -> Beom_Gye -> Depot_Beom_Gye -> 경기 안양시 동안구 평촌동 -> Bundang_Townhall -> Depot_Bundang_Townhall -> 경기 성남시 분당구 야탑동 -> 경기 성남시 분당구 서현동 -> Depot_Incheon_Airport,146924,71341,60282,81341
13:00 ~ 13:59,0,25,25,25 -> 19 -> 13 -> 12 -> 3 -> 21 -> 15 -> 8 -> 2 -> 9 -> 17 -> 23 -> 6 -> 7 -> 1 -> 18 -> 24 -> 16 -> 22 -> 5 -> 10 -> 0 -> 14 -> 20 -> 25,Depot_Incheon_Airport -> Incheon_Airport -> 인천 계양구 계산동 -> 경기 부천시 중동 -> 경기 부천시 오정동 -> Depot_Gimpo_Airport -> Gimpo_Airport -> 서울 강서구 등촌동 -> 서울 양천구 목동 -> 서울 양천구 목동_1 -> Kintex -> Depot_Kintex -> 서울 양천구 신정동 -> 서울 구로구 구로동 -> 서울 강서구 화곡동 -> Gwang_Myeong -> Depot_Gwang_Myeong -> Beom_Gye -> Depot_Beom_Gye -> 경기 안양시 동안구 평촌동 -> 경기 성남시 분당구 야탑동 -> 경기 성남시 분당구 서현동 -> Bundang_Townhall -> Depot_Bundang_Townhall -> Depot_Incheon_Airport,147373,70604,60723,80604
14:00 ~ 14:59,0,25,25,25 -> 19 -> 13 -> 12 -> 3 -> 21 -> 15 -> 8 -> 2 -> 9 -> 17 -> 23 -> 6 -> 7 -> 1 -> 18 -> 24 -> 16 -> 22 -> 5 -> 14 -> 20 -> 10 -> 0 -> 25,Depot_Incheon_Airport -> Incheon_Airport -> 인천 계양구 계산동 -> 경기 부천시 중동 -> 경기 부천시 오정동 -> Depot_Gimpo_Airport -> Gimpo_Airport -> 서울 강서구 등촌동 -> 서울 양천구 목동 -> 서울 양천구 목동_1 -> Kintex -> Depot_Kintex -> 서울 양천구 신정동 -> 서울 구로구 구로동 -> 서울 강서구 화곡동 -> Gwang_Myeong -> Depot_Gwang_Myeong -> Beom_Gye -> Depot_Beom_Gye -> 경기 안양시 동안구 평촌동 -> Bundang_Townhall -> Depot_Bundang_Townhall -> 경기 성남시 분당구 야탑동 -> 경기 성남시 분당구 서현동 -> Depot_Incheon_Airport,146924,65413,60282,75413
15:00 ~ 15:59,0,25,25,25 -> 19 -> 13 -> 12 -> 3 -> 21 -> 15 -> 8 -> 2 -> 9 -> 17 -> 23 -> 6 -> 7 -> 1 -> 18 -> 24 -> 16 -> 22 -> 5 -> 14 -> 20 -> 10 -> 0 -> 25,Depot_Incheon_Airport -> Incheon_Airport -> 인천 계양구 계산동 -> 경기 부천시 중동 -> 경기 부천시 오정동 -> Depot_Gimpo_Airport -> Gimpo_Airport -> 서울 강서구 등촌동 -> 서울 양천구 목동 -> 서울 양천구 목동_1 -> Kintex -> Depot_Kintex -> 서울 양천구 신정동 -> 서울 구로구 구로동 -> 서울 강서구 화곡동 -> Gwang_Myeong -> Depot_Gwang_Myeong -> Beom_Gye -> Depot_Beom_Gye -> 경기 안양시 동안구 평촌동 -> Bundang_Townhall -> Depot_Bundang_Townhall -> 경기 성남시 분당구 야탑동 -> 경기 성남시 분당구 서현동 -> Depot_Incheon_Airport,146924,72782,60282,82782
16:00 ~ 16:59,0,25,25,25 -> 19 -> 21 -> 15 -> 8 -> 2 -> 9 -> 17 -> 23 -> 6 -> 7 -> 1 -> 18 -> 24 -> 16 -> 22 -> 5 -> 10 -> 0 -> 14 -> 20 -> 25,Depot_Incheon_Airport -> Incheon_Airport -> Depot_Gimpo_Airport -> Gimpo_Airport -> 서울 강서구 등촌동 -> 서울 양천구 목동 -> 서울 양천구 목동_1 -> Kintex -> Depot_Kintex -> 서울 양천구 신정동 -> 서울 구로구 구로동 -> 서울 강서구 화곡동 -> Gwang_Myeong -> Depot_Gwang_Myeong -> Beom_Gye -> Depot_Beom_Gye -> 경기 안양시 동안구 평촌동 -> 경기 성남시 분당구 야탑동 -> 경기 성남시 분당구 서현동 -> Bundang_Townhall -> Depot_Bundang_Townhall -> Depot_Incheon_Airport,143137,61918,60723,86918
17:00 ~ 17:59,0,25,25,25 -> 19 -> 21 -> 15 -> 8 -> 2 -> 9 -> 17 -> 23 -> 6 -> 7 -> 1 -> 18 -> 24 -> 16 -> 22 -> 5 -> 14 -> 20 -> 10 -> 0 -> 25,Depot_Incheon_Airport -> Incheon_Airport -> Depot_Gimpo_Airport -> Gimpo_Airport -> 서울 강서구 등촌동 -> 서울 양천구 목동 -> 서울 양천구 목동_1 -> Kintex -> Depot_Kintex -> 서울 양천구 신정동 -> 서울 구로구 구로동 -> 서울 강서구 화곡동 -> Gwang_Myeong -> Depot_Gwang_Myeong -> Beom_Gye -> Depot_Beom_Gye -> 경기 안양시 동안구 평촌동 -> Bundang_Townhall -> Depot_Bundang_Townhall -> 경기 성남시 분당구 야탑동 -> 경기 성남시 분당구 서현동 -> Depot_Incheon_Airport,142688,61710,60282,86710
18:00 ~ 18:59,0,25,25,25 -> 19 -> 13 -> 12 -> 3 -> 21 -> 15 -> 8 -> 2 -> 9 -> 17 -> 23 -> 6 -> 7 -> 1 -> 18 -> 24 -> 16 -> 22 -> 5 -> 14 -> 20 -> 10 -> 0 -> 25,Depot_Incheon_Airport -> Incheon_Airport -> 인천 계양구 계산동 -> 경기 부천시 중동 -> 경기 부천시 오정동 -> Depot_Gimpo_Airport -> Gimpo_Airport -> 서울 강서구 등촌동 -> 서울 양천구 목동 -> 서울 양천구 목동_1 -> Kintex -> Depot_Kintex -> 서울 양천구 신정동 -> 서울 구로구 구로동 -> 서울 강서구 화곡동 -> Gwang_Myeong -> Depot_Gwang_Myeong -> Beom_Gye -> Depot_Beom_Gye -> 경기 안양시 동안구 평촌동 -> Bundang_Townhall -> Depot_Bundang_Townhall -> 경기 성남시 분당구 야탑동 -> 경기 성남시 분당구 서현동 -> Depot_Incheon_Airport,146924,74844,60282,84844
19:00 ~ 19:59,0,25,25,25 -> 19 -> 21 -> 15 -> 8 -> 2 -> 9 -> 17 -> 23 -> 6 -> 7 -> 1 -> 18 -> 24 -> 16 -> 22 -> 5 -> 0 -> 10 -> 14 -> 20 -> 25,Depot_Incheon_Airport -> Incheon_Airport -> Depot_Gimpo_Airport -> Gimpo_Airport -> 서울 강서구 등촌동 -> 서울 양천구 목동 -> 서울 양천구 목동_1 -> Kintex -> Depot_Kintex -> 서울 양천구 신정동 -> 서울 구로구 구로동 -> 서울 강서구 화곡동 -> Gwang_Myeong -> Depot_Gwang_Myeong -> Beom_Gye -> Depot_Beom_Gye -> 경기 안양시 동안구 평촌동 -> 경기 성남시 분당구 서현동 -> 경기 성남시 분당구 야탑동 -> Bundang_Townhall -> Depot_Bundang_Townhall -> Depot_Incheon_Airport,142541,61766,60723,86766
20:00 ~ 20:59,0,25,25,25 -> 19 -> 21 -> 15 -> 8 -> 2 -> 9 -> 17 -> 23 -> 6 -> 7 -> 1 -> 18 -> 24 -> 16 -> 22 -> 5 -> 0 -> 10 -> 14 -> 20 -> 25,Depot_Incheon_Airport -> Incheon_Airport -> Depot_Gimpo_Airport -> Gimpo_Airport -> 서울 강서구 등촌동 -> 서울 양천구 목동 -> 서울 양천구 목동_1 -> Kintex -> Depot_Kintex -> 서울 양천구 신정동 -> 서울 구로구 구로동 -> 서울 강서구 화곡동 -> Gwang_Myeong -> Depot_Gwang_Myeong -> Beom_Gye -> Depot_Beom_Gye -> 경기 안양시 동안구 평촌동 -> 경기 성남시 분당구 서현동 -> 경기 성남시 분당구 야탑동 -> Bundang_Townhall -> Depot_Bundang_Townhall -> Depot_Incheon_Airport,142541,60057,60723,85057
21:00 ~ 21:59,0,25,25,25 -> 19 -> 21 -> 15 -> 8 -> 2 -> 9 -> 17 -> 23 -> 6 -> 7 -> 1 -> 18 -> 24 -> 16 -> 22 -> 5 -> 14 -> 20 -> 10 -> 0 -> 25,Depot_Incheon_Airport -> Incheon_Airport -> Depot_Gimpo_Airport -> Gimpo_Airport -> 서울 강서구 등촌동 -> 서울 양천구 목동 -> 서울 양천구 목동_1 -> Kintex -> Depot_Kintex -> 서울 양천구 신정동 -> 서울 구로구 구로동 -> 서울 강서구 화곡동 -> Gwang_Myeong -> Depot_Gwang_Myeong -> Beom_Gye -> Depot_Beom_Gye -> 경기 안양시 동안구 평촌동 -> Bundang_Townhall -> Depot_Bundang_Townhall -> 경기 성남시 분당구 야탑동 -> 경기 성남시 분당구 서현동 -> Depot_Incheon_Airport,142688,56998,60282,81998
22:00 ~ 22:59,0,25,25,25 -> 19 -> 21 -> 15 -> 8 -> 2 -> 9 -> 17 -> 23 -> 6 -> 7 -> 1 -> 18 -> 24 -> 16 -> 22 -> 5 -> 0 -> 10 -> 14 -> 20 -> 25,Depot_Incheon_Airport -> Incheon_Airport -> Depot_Gimpo_Airport -> Gimpo_Airport -> 서울 강서구 등촌동 -> 서울 양천구 목동 -> 서울 양천구 목동_1 -> Kintex -> Depot_Kintex -> 서울 양천구 신정동 -> 서울 구로구 구로동 -> 서울 강서구 화곡동 -> Gwang_Myeong -> Depot_Gwang_Myeong -> Beom_Gye -> Depot_Beom_Gye -> 경기 안양시 동안구 평촌동 -> 경기 성남시 분당구 서현동 -> 경기 성남시 분당구 야탑동 -> Bundang_Townhall -> Depot_Bundang_Townhall -> Depot_Incheon_Airport,142541,59159,60723,84159
23:00 ~ 23:59,0,25,25,25 -> 19 -> 21 -> 15 -> 8 -> 2 -> 9 -> 17 -> 23 -> 6 -> 7 -> 1 -> 18 -> 24 -> 16 -> 22 -> 5 -> 0 -> 10 -> 14 -> 20 -> 25,Depot_Incheon_Airport -> Incheon_Airport -> Depot_Gimpo_Airport -> Gimpo_Airport -> 서울 강서구 등촌동 -> 서울 양천구 목동 -> 서울 양천구 목동_1 -> Kintex -> Depot_Kintex -> 서울 양천구 신정동 -> 서울 구로구 구로동 -> 서울 강서구 화곡동 -> Gwang_Myeong -> Depot_Gwang_Myeong -> Beom_Gye -> Depot_Beom_Gye -> 경기 안양시 동안구 평촌동 -> 경기 성남시 분당구 서현동 -> 경기 성남시 분당구 야탑동 -> Bundang_Townhall -> Depot_Bundang_Townhall -> Depot_Incheon_Airport,142541,58648,60723,83648
